"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.575165808E1,-3.678682260E-4,6.804056466E-3,-6.253759377E-3
1.577175908E1,-7.169716991E-3,-2.275557071E-2,5.290248431E-3
1.579186008E1,1.118048094E-4,-2.005807590E-3,-1.758174622E-4
1.581196108E1,2.437413903E-3,1.982638985E-2,-6.085644476E-3
1.583206308E1,-1.047966536E-3,4.872695543E-3,-5.912120920E-3
1.585216408E1,5.115488544E-3,8.176392876E-3,-5.399613641E-3
1.587226508E1,8.578057401E-3,2.878583409E-2,-1.035171933E-2
1.589236608E1,-5.563068204E-3,3.489032388E-2,-1.701334119E-2
1.591246708E1,-6.004540715E-3,-1.994605549E-2,3.717984306E-3
1.593256808E1,-4.193792120E-5,-3.437810019E-2,1.625434123E-2
1.595267008E1,-4.193720873E-3,9.837809950E-3,5.884726997E-3
1.597277108E1,2.293796279E-3,2.191141620E-2,-5.427801050E-3
1.599287208E1,3.962691873E-3,1.111007761E-3,-1.569784246E-3
1.601297308E1,8.594337851E-5,-1.393312309E-2,1.678918372E-3
1.603307408E1,5.657815840E-3,-5.658673588E-3,4.207843915E-3
1.605317508E1,3.521858947E-3,2.185253240E-2,-3.360707778E-3
1.607327708E1,-7.863794453E-3,2.150333673E-2,-5.715313368E-3
1.609337808E1,-5.113339052E-3,-7.706910837E-3,-2.670035698E-3
1.611347908E1,-6.915465463E-3,4.503773991E-3,4.348873161E-3
1.613358008E1,-3.607270774E-3,5.547265522E-3,4.488332663E-3
1.615368108E1,-1.934482250E-3,7.920307107E-3,4.309681244E-3
1.617378208E1,1.174124423E-3,3.399544628E-3,7.611354347E-3
1.619388408E1,-8.622934110E-4,9.165068157E-3,1.181532163E-3
1.621398508E1,2.660090104E-4,-1.052920474E-3,1.999432570E-4
1.623408608E1,-1.158630941E-3,-7.801699452E-3,1.795883174E-3
1.625418708E1,2.177149989E-3,-1.822108962E-2,4.983028397E-3
1.627428808E1,8.938167244E-3,-3.496848512E-3,3.129525110E-3
1.629438908E1,1.258379780E-2,6.691689137E-3,-3.416101448E-3
1.631449108E1,1.789451391E-2,-6.692769937E-3,-1.126299985E-2
1.633459208E1,9.854799137E-3,5.316534080E-3,-1.657562703E-2
1.635469308E1,4.709651694E-3,1.591375843E-2,-1.796771400E-2
1.637479408E1,7.920308039E-3,1.111804694E-2,-8.546572179E-3
1.639489508E1,1.275585964E-4,-7.103264797E-3,-4.697727039E-3
1.641499608E1,1.799536403E-3,-9.740712121E-3,3.503009677E-3
1.643509808E1,-2.988000400E-3,1.291781431E-3,1.241516881E-2
1.645519908E1,-8.326811716E-3,2.613590797E-3,1.105977688E-2
1.647530008E1,-8.837173693E-3,-1.286208443E-2,5.000174046E-3
1.649540108E1,-6.804043427E-3,-1.561156753E-2,8.500055410E-3
1.651550208E1,7.055370137E-3,-1.385504939E-2,9.550720453E-3
1.653560308E1,6.004660856E-3,-4.630646668E-3,3.151217476E-3
1.655570508E1,-2.233339474E-3,1.336977631E-2,-1.889876439E-4
1.657580608E1,8.518015966E-5,9.973098524E-3,-9.926202474E-4
1.659590708E1,-5.528094713E-3,-1.396330888E-3,1.163153793E-4
1.661600808E1,-2.673775423E-3,-7.588078734E-3,6.141669583E-3
1.663610846E1,-4.031670745E-3,-5.712524522E-3,5.833067000E-3
1.665620946E1,9.423547424E-3,1.692926697E-2,-5.165516399E-3
1.667631146E1,2.915809164E-3,2.929178812E-2,-2.215815708E-2
1.669641246E1,-2.971510403E-3,2.911668085E-2,-2.558617480E-2
1.671651346E1,4.285117611E-4,3.643389046E-2,-1.528627984E-2
1.673661446E1,7.517852820E-3,2.653253451E-2,3.636267735E-3
1.675671546E1,3.750890959E-3,7.131377235E-3,7.783023641E-3
1.677681646E1,-5.346811377E-4,8.289569989E-3,3.338763025E-3
1.679691846E1,-5.506887101E-4,4.279300570E-3,-2.194908680E-3
1.681701946E1,2.448903397E-4,1.508268761E-3,-9.243041277E-3
1.683712046E1,2.117733005E-3,-1.220908575E-2,-7.681258488E-3
1.685722146E1,1.175388321E-2,-1.459172368E-2,-2.733753994E-3
1.687732246E1,9.921304882E-3,1.666137017E-2,-4.980179481E-3
1.689742346E1,-2.518003341E-3,9.664337151E-3,-9.233191609E-3
1.691752546E1,-9.010733105E-3,-2.405990474E-2,-2.355529461E-3
1.693762646E1,-5.304468330E-3,-2.944684401E-2,4.183813930E-3
1.695772746E1,-2.131448127E-3,-4.847364966E-3,2.152092755E-3
1.697782846E1,2.836758271E-3,1.998658478E-2,6.479943171E-3
1.699792946E1,1.173806842E-3,2.345592156E-2,6.689045578E-3
1.701803046E1,-9.491779841E-3,1.636744104E-2,7.953088498E-4
1.703813246E1,-9.182455018E-3,-1.468648762E-2,-2.610337920E-3
1.705823346E1,-6.051721983E-3,-1.949959062E-2,2.173284534E-3
1.707833446E1,-4.139636178E-3,-6.309660152E-3,3.243837506E-3
1.709843546E1,7.640805561E-3,8.470727131E-3,1.303933095E-3
1.711853646E1,4.734390415E-3,1.541992556E-2,-2.439510310E-3
1.713863746E1,8.123643696E-3,9.252107702E-3,-4.885262810E-3
1.715873946E1,-1.366110519E-4,2.611212898E-3,-5.348429084E-3
1.717884046E1,-1.240574196E-2,-2.201488055E-2,3.925021738E-3
1.719894146E1,-3.747936338E-3,-4.172107205E-2,1.273395400E-2
1.721904246E1,5.764630623E-3,1.026467653E-3,6.905088667E-4
1.723914346E1,6.597005296E-3,2.271938324E-2,-1.339948364E-2
1.725924446E1,8.165772073E-3,-1.459581219E-2,-1.198093221E-2
1.727934646E1,3.882229794E-3,-5.428474862E-3,-2.182457130E-3
1.729944746E1,8.287630044E-4,1.139025018E-2,-2.624182031E-3
1.731954846E1,-4.423631355E-3,-8.793637156E-3,-7.717919070E-4
1.733964946E1,-3.884455655E-3,-2.928620204E-3,4.969624337E-3
1.735975046E1,7.102964446E-5,1.306387316E-2,7.932553068E-3
1.737985246E1,1.741359010E-4,1.417504344E-2,3.544598818E-3
1.739995346E1,-4.602494184E-3,1.620789990E-2,4.070383147E-4
1.742005446E1,-2.311376389E-3,1.346644200E-2,-3.353877459E-3
1.744015546E1,-6.057673600E-3,9.153103456E-3,-6.051190430E-4
1.746025646E1,-4.791629501E-3,7.749543525E-3,6.118129008E-3
1.748035746E1,3.433312289E-3,4.082195461E-3,2.020738088E-3
1.750045946E1,2.698302269E-3,-8.312348276E-3,-1.872371649E-3
1.752056046E1,1.005336270E-2,-8.311182261E-3,-4.349159077E-3
1.754066146E1,1.129110530E-2,2.608274110E-3,-6.778083276E-3
1.756076246E1,4.470522050E-3,-7.676765090E-4,-5.452819169E-3
1.758086346E1,6.866913289E-3,-4.564306233E-3,-5.927979015E-3
1.760096446E1,1.238217391E-2,-2.194287255E-3,-3.255944233E-3
1.762106646E1,1.326566748E-2,-2.880926616E-2,1.276351511E-2
1.764116871E1,-4.199882038E-3,-2.681856044E-2,1.084258966E-2
1.766126971E1,-3.712906502E-3,6.697474979E-3,-2.770716324E-3
1.768137071E1,4.746590275E-3,3.221159335E-3,2.685547061E-2
1.770147171E1,-6.356639322E-3,-2.663546614E-2,7.305376232E-2
1.772157271E1,-5.361879990E-2,-5.030782521E-2,2.965185232E-2
1.774167471E1,-1.389640272E-1,2.004633099E-2,3.443369642E-2
1.776177571E1,-1.680958122E-1,3.479571640E-2,1.594632566E-1
1.778187671E1,-4.608079791E-3,-1.181126162E-1,2.857836485E-1
1.780197771E1,2.492192201E-2,-3.327895403E-1,2.768135667E-1
1.782207871E1,-2.963619530E-1,-4.627034366E-1,3.504347503E-1
1.784217971E1,-6.345227957E-1,-2.909953892E-1,4.358566105E-1
1.786228171E1,-6.614319682E-1,9.651088715E-2,1.627856195E-1
1.788238271E1,-8.055599332E-1,2.507185936E-1,-8.493812382E-2
1.790248371E1,-1.112256408E0,1.816365272E-1,-1.100949422E-1
1.792258471E1,-1.179824352E0,7.698115706E-2,7.115507871E-2
1.794268571E1,-1.003581047E0,-5.732902884E-2,2.735032737E-1
1.796278671E1,-7.508638501E-1,1.230168045E-1,3.570461571E-1
1.798288871E1,-6.248031855E-1,5.571064949E-1,3.055140376E-1
1.800298971E1,-7.452953458E-1,8.128854632E-1,1.149450615E-1
1.802309071E1,-9.882600904E-1,6.035217643E-1,2.525773048E-1
1.804319171E1,-1.008894563E0,4.273416102E-1,5.766820312E-1
1.806329271E1,-9.414611459E-1,1.281443685E-1,7.883720398E-1
1.808339371E1,-1.037029266E0,-7.394295931E-1,9.066516161E-1
1.810349571E1,-1.054404736E0,-1.301574469E0,1.165377259E0
1.812359671E1,-9.645112157E-1,-1.334401369E0,1.256671906E0
1.814369771E1,-1.024526358E0,-1.041591763E0,8.004294634E-1
1.816379871E1,-1.410367131E0,-9.006190896E-1,1.982813329E-1
1.818389971E1,-1.656157851E0,-9.282547235E-1,-1.293317825E-1
1.820400071E1,-1.362968802E0,-8.903147578E-1,-8.911842853E-2
1.822410271E1,-7.797225118E-1,-8.787057400E-1,2.066711932E-1
1.824420371E1,-5.681875944E-1,-1.075821638E0,3.236512840E-1
1.826430471E1,-8.412698507E-1,-1.059305310E0,2.170177922E-2
1.828440571E1,-7.285912633E-1,-7.258471251E-1,-3.447396457E-1
1.830450671E1,-6.051713228E-1,-1.442095786E-1,-5.048360825E-1
1.832460771E1,-7.543457150E-1,2.548433840E-1,-4.096513391E-1
1.834470971E1,-8.691995144E-1,8.779543638E-2,-1.266797073E-2
1.836481071E1,-1.037135363E0,1.016199123E-3,4.490397573E-1
1.838491171E1,-1.085975051E0,-1.481864415E-2,6.320075393E-1
1.840501271E1,-8.891341090E-1,-3.448847830E-1,4.556163549E-1
1.842511371E1,-5.983496904E-1,-7.461416721E-1,2.080009133E-1
1.844521471E1,-4.490781128E-1,-1.037403703E0,9.210147709E-2
1.846531671E1,-3.118038774E-1,-7.522585988E-1,9.424063377E-3
1.848541771E1,-2.827807367E-1,-3.884409964E-1,-3.440571576E-2
1.850551871E1,-2.086117566E-1,-3.255596459E-1,1.015424542E-2
1.852561971E1,-2.116890401E-1,-5.974364877E-1,-7.339949161E-2
1.854572071E1,-1.076449603E-1,-4.605710804E-1,-1.970020235E-1
1.856582171E1,-2.504869178E-2,-3.080395758E-1,-2.218703032E-1
1.858592371E1,-8.051101118E-3,-2.829726636E-1,-2.588359416E-1
1.860602471E1,5.009665340E-2,-8.724940568E-2,-4.385941029E-1
1.862612571E1,1.831333786E-1,1.485892683E-1,-5.728090405E-1
1.864622575E1,3.096513450E-1,3.550534248E-1,-5.064507127E-1
1.866632675E1,4.986085594E-1,3.843502998E-1,-4.809837341E-1
1.868642875E1,6.239297986E-1,3.268857598E-1,-5.548620820E-1
1.870652975E1,6.412844062E-1,4.599213898E-1,-6.579799652E-1
1.872663075E1,6.774485111E-1,4.945962429E-1,-7.862261534E-1
1.874673175E1,8.069300652E-1,5.685057044E-1,-8.182913065E-1
1.876683275E1,8.840734959E-1,6.693898439E-1,-7.910946012E-1
1.878693375E1,8.664538860E-1,7.575615048E-1,-8.023499846E-1
1.880703575E1,8.699285388E-1,6.130533814E-1,-9.035992026E-1
1.882713675E1,8.907962441E-1,4.984421730E-1,-9.925895333E-1
1.884723775E1,8.859555125E-1,5.492414832E-1,-1.044004917E0
1.886733875E1,9.222780466E-1,5.095691681E-1,-1.075862050E0
1.888743975E1,8.495669365E-1,4.636594653E-1,-1.071491241E0
1.890754075E1,7.696533203E-1,5.164639950E-1,-1.155881763E0
1.892764275E1,7.088422775E-1,3.843841851E-1,-1.201089859E0
1.894774375E1,4.642610848E-1,3.449379802E-1,-1.245408058E0
1.896784475E1,2.378698885E-1,3.005757034E-1,-1.391728997E0
1.898794575E1,2.099714279E-1,2.066502720E-1,-1.512779236E0
1.900804675E1,2.538921237E-1,3.804674745E-1,-1.587066293E0
1.902814775E1,4.934926033E-1,3.136166036E-1,-1.545032501E0
1.904824975E1,7.934705019E-1,2.797257006E-1,-1.436825991E0
1.906835075E1,7.274656296E-1,4.464110434E-1,-1.355503440E0
1.908845175E1,-1.166527420E-1,-3.757456690E-2,-8.622456193E-1
1.910855275E1,5.521348715E-1,-7.440999150E-1,-8.490456939E-1
1.912865375E1,1.296784878E0,4.153247774E-1,-8.533177972E-1
1.914875475E1,7.696349025E-1,1.283334289E-2,-6.340459585E-1
1.916885675E1,9.090892076E-1,3.896975145E-2,-8.078142405E-1
1.918895775E1,1.184242249E0,-9.948772192E-2,-1.087160349E0
1.920905875E1,1.364969611E0,-1.855889261E-1,-1.094525695E0
1.922915975E1,1.399774909E0,-3.653259575E-2,-1.209548712E0
1.924926075E1,1.470078945E0,4.771665856E-2,-1.515015244E0
1.926936175E1,1.525074959E0,-1.833857223E-2,-1.719860435E0
1.928946375E1,1.581310153E0,-2.799080610E-1,-1.776794195E0
1.930956475E1,1.574749112E0,-4.545025527E-1,-1.737791181E0
1.932966575E1,1.614659667E0,-3.772528470E-1,-1.640335321E0
1.934976675E1,1.840293884E0,-2.874382138E-1,-1.590157270E0
1.936986775E1,2.077491283E0,-1.656995118E-1,-1.631192923E0
1.938996875E1,2.143583059E0,1.312921643E-1,-1.895818472E0
1.941007075E1,2.059524298E0,6.856995821E-1,-2.269881010E0
1.943017175E1,2.052891254E0,1.413565874E0,-2.502634525E0
1.945027275E1,2.028223038E0,1.992489338E0,-2.465123415E0
1.947037375E1,2.024130583E0,2.379046679E0,-2.129710674E0
1.949047475E1,2.013305902E0,2.648952723E0,-1.658653498E0
1.951057575E1,1.901857495E0,2.895481586E0,-1.322610736E0
1.953067775E1,1.834934354E0,2.777622461E0,-1.180145025E0
1.955077875E1,1.940288901E0,2.185266018E0,-1.157628059E0
1.957087975E1,1.961921930E0,1.010475278E0,-1.199031234E0
1.959098075E1,1.711669207E0,-5.841951966E-1,-1.244387627E0
1.961108175E1,1.270163298E0,-1.850017071E0,-1.199988365E0
1.963118375E1,7.571732402E-1,-2.233941317E0,-1.020274520E0
1.965128425E1,3.898241520E-1,-1.893789768E0,-8.268737197E-1
1.967138525E1,1.162900999E-1,-1.001691699E0,-8.042848706E-1
1.969148625E1,3.952795640E-2,-7.407218963E-2,-6.882798076E-1
1.971158725E1,1.151674464E-1,3.906660676E-1,-2.947683930E-1
1.973168825E1,2.888429761E-1,4.589816034E-1,1.442385018E-1
1.975178925E1,4.009215832E-1,2.835816443E-1,4.987581074E-1
1.977189125E1,4.234901071E-1,2.171506733E-1,7.062699795E-1
1.979199225E1,4.083444476E-1,3.682911694E-1,7.174512744E-1
1.981209325E1,3.966185451E-1,6.154680848E-1,6.355788708E-1
1.983219425E1,4.285553098E-1,7.717388868E-1,4.869711697E-1
1.985229525E1,4.913728237E-1,7.820169330E-1,2.636097074E-1
1.987239625E1,4.872657657E-1,6.617023945E-1,1.580846310E-2
1.989249825E1,3.389701843E-1,6.185996532E-1,-1.628793329E-1
1.991259925E1,1.506317705E-1,6.594505906E-1,-2.852223814E-1
1.993270025E1,1.698711887E-2,6.415691972E-1,-2.767884731E-1
1.995280125E1,8.371325210E-3,5.759307742E-1,-1.820524037E-1
1.997290225E1,5.573568866E-2,5.001293421E-1,-1.210213974E-1
1.999300325E1,1.740275882E-2,4.425858259E-1,-3.870314360E-2
2.001310525E1,-5.477556214E-2,4.971795380E-1,6.292121857E-2
2.003320625E1,-7.705249637E-2,5.870840549E-1,8.254577965E-2
2.005330725E1,-8.487161249E-3,6.521278620E-1,3.659853339E-2
2.007340825E1,3.644867241E-2,6.286836863E-1,-3.500501812E-2
2.009350925E1,4.570128396E-2,6.136876941E-1,-6.532243639E-2
2.011361025E1,5.758609623E-2,5.965279341E-1,-5.497227237E-2
2.013371225E1,4.517925531E-2,5.672843456E-1,-3.923283517E-2
2.015381325E1,1.338428631E-2,5.013467669E-1,-3.004616126E-2
2.017391425E1,-5.135268718E-2,4.698936343E-1,-3.277887776E-2
2.019401525E1,-1.320134401E-1,4.956069887E-1,-1.188479178E-2
2.021411625E1,-1.425640881E-1,5.907441974E-1,-7.567531429E-3
2.023421725E1,-1.356155127E-1,6.780578494E-1,-8.204020560E-3
2.025431925E1,-1.411299258E-1,7.295466065E-1,-4.676268436E-3
2.027442025E1,-1.370344013E-1,7.846466899E-1,2.428668924E-2
2.029452125E1,-1.460330635E-1,7.482169867E-1,5.331743881E-2
2.031462225E1,-1.851016432E-1,6.707003713E-1,9.329281747E-2
2.033472325E1,-2.007261366E-1,6.686705351E-1,1.018977538E-1
2.035482425E1,-2.033735663E-1,7.236824632E-1,8.565051109E-2
2.037492625E1,-1.737220287E-1,7.669276595E-1,5.516945198E-2
2.039502725E1,-1.374810189E-1,7.070286274E-1,4.216503352E-2
2.041512825E1,-1.184014380E-1,5.288873315E-1,3.532325849E-2
2.043522925E1,-1.716721952E-1,3.530167639E-1,1.056415867E-2
2.045533025E1,-2.387855649E-1,5.604007244E-1,-9.166404605E-2
2.047543125E1,-2.947880030E-1,7.277799845E-1,-1.047999784E-1
2.049553325E1,-3.863525391E-1,6.328718066E-1,-3.662402183E-2
2.051563425E1,-4.888388515E-1,4.628056288E-1,7.186809927E-2
2.053573525E1,-5.671992302E-1,4.076811969E-1,1.556886584E-1
2.055583625E1,-6.020824909E-1,5.104123354E-1,1.646484882E-1
2.057593725E1,-5.998761654E-1,6.454567909E-1,1.065164804E-1
2.059603825E1,-6.284496188E-1,6.778159142E-1,4.128316045E-2
2.061614025E1,-6.575952172E-1,6.692543030E-1,4.641057551E-2
2.063624133E1,-6.959106326E-1,6.610890031E-1,1.139822155E-1
2.065634233E1,-7.859643102E-1,7.197088003E-1,1.946534663E-1
2.067644333E1,-8.892357945E-1,7.786834836E-1,2.177695483E-1
2.069654433E1,-9.688218832E-1,8.174510598E-1,1.791098416E-1
2.071664533E1,-1.039595366E0,8.377493024E-1,8.265328407E-2
2.073674733E1,-1.234147906E0,9.526336789E-1,1.116854232E-2
2.075684833E1,-1.616172194E0,1.159607291E0,6.909502670E-3
2.077694933E1,-1.987745404E0,1.552232504E0,-4.793632776E-2
2.079705033E1,-2.388655663E0,2.045207739E0,-2.022189349E-1
2.081715133E1,-2.862256527E0,2.595554352E0,-3.035084307E-1
2.083725233E1,-3.144007921E0,2.814418793E0,-3.507737517E-1
2.085735433E1,-3.190375805E0,2.261509418E0,-4.287720323E-1
2.087745533E1,-3.172832727E0,1.386550307E0,-5.808256269E-1
2.089755633E1,-3.204518795E0,1.254779577E0,-8.463757038E-1
2.091765733E1,-3.267166615E0,2.656029463E0,-1.019722342E0
2.093775833E1,-3.874242067E0,3.100233078E0,-9.447196722E-1
2.095785933E1,-4.027697086E0,6.539028883E-1,-9.708834887E-1
2.097796133E1,-3.471013308E0,-1.806180120E0,-1.104282856E0
2.099806233E1,-3.321154594E0,-1.715749145E0,-9.597757459E-1
2.101816333E1,-3.377173901E0,-9.015820026E-1,-5.966132283E-1
2.103826433E1,-3.485337019E0,-2.717795074E-1,-2.380137444E-1
2.105836533E1,-4.541146278E0,-2.706432641E-1,8.672657609E-2
2.107846633E1,-5.286953449E0,9.132139683E-1,3.210179210E-1
2.109856833E1,-4.903671265E0,4.912975311E0,9.077964425E-1
2.111866933E1,-4.234886169E0,1.147419643E1,1.856426239E0
2.113877033E1,-3.769351959E0,1.448501301E1,1.976048231E0
2.115887133E1,-2.809655368E-1,9.856066704E0,-2.532117069E-1
2.117897233E1,6.347804070E-1,5.241508484E0,-3.583641291E0
2.119907333E1,-3.242548227E0,6.122410893E-1,-4.423497200E0
2.121917433E1,-4.536338806E0,-3.584976673E0,-4.357384205E0
2.123927633E1,-3.448292017E0,-3.480849504E0,-3.285720348E0
2.125937733E1,-2.892957926E0,-3.366782427E0,-2.005321264E0
2.127947833E1,-3.777096748E0,-4.919110298E0,-1.151960492E0
2.129957933E1,-4.569293499E0,-4.344333649E0,-5.477777719E-1
2.131968033E1,-3.770135880E0,-2.436150789E0,-6.943271756E-1
2.133978133E1,-2.789961338E0,-2.045059204E0,-1.388769507E0
2.135988333E1,-2.400233746E0,-2.236654282E0,-1.705033183E0
2.137998433E1,-2.563207626E0,-2.356435061E0,-1.484327078E0
2.140008533E1,-2.777319670E0,-1.283213973E0,-9.601676464E-1
2.142018633E1,-3.086040258E0,-7.687422447E-3,-5.483934283E-1
2.144028733E1,-3.432687283E0,3.402967453E-1,-3.089273870E-1
2.146038833E1,-3.283475399E0,9.525991976E-2,-1.853104681E-1
2.148049033E1,-2.604526997E0,-4.412837029E-1,-3.989288583E-2
2.150059133E1,-1.638054132E0,-5.482232571E-1,1.717377156E-1
2.152069233E1,-1.153932452E0,-3.339969814E-1,3.007420301E-1
2.154079333E1,-1.460938454E0,-2.696683705E-1,1.796688884E-1
2.156089433E1,-1.957092881E0,-4.928757548E-1,-1.018730924E-1
2.158099533E1,-2.029464006E0,-1.042169213E0,-2.944179475E-1
2.160109733E1,-1.741612315E0,-1.541771293E0,-5.086606145E-1
2.162119833E1,-1.295477748E0,-1.557282329E0,-4.800866544E-1
2.164129908E1,-9.949111342E-1,-6.971824765E-1,-2.657561302E-1
2.166140008E1,-7.363196611E-1,1.017667055E0,-3.661574051E-2
2.168150108E1,-4.230440855E-1,1.128959298E0,-1.612747833E-2
2.170160208E1,5.174506903E-1,-9.285625815E-1,-4.696018994E-1
2.172170408E1,2.017664433E0,-1.464763522E0,3.964412212E-2
2.174180508E1,2.871871233E0,-5.342156887E-1,6.346542239E-1
2.176190608E1,3.181334496E0,-4.174051583E-1,7.752999067E-1
2.178200708E1,3.481956720E0,-1.040508002E-1,9.039593339E-1
2.180210808E1,3.498071432E0,4.182592928E-1,9.720149040E-1
2.182220908E1,3.119165182E0,4.429267943E-1,1.161233187E0
2.184231108E1,2.594395399E0,2.228498459E-1,1.014134884E0
2.186241208E1,2.065224648E0,-3.225963116E-1,3.333626986E-1
2.188251308E1,1.493497849E0,-4.851138592E-2,-1.891098022E-1
2.190261408E1,1.442669392E0,3.954371810E-1,-3.966325819E-1
2.192271508E1,1.091017127E0,7.627061605E-1,-2.368396372E-1
2.194281608E1,5.529760718E-1,-1.829248369E-1,2.819347680E-1
2.196291808E1,6.179599166E-1,-7.322492599E-1,7.633172274E-1
2.198301908E1,1.008067489E0,1.214405820E-1,1.011758685E0
2.200312008E1,1.343792081E0,1.570795298E0,1.096874356E0
2.202322108E1,1.362348914E0,2.582534313E0,8.588733673E-1
2.204332208E1,1.040106297E0,2.529520035E0,3.453659713E-1
2.206342308E1,8.073840737E-1,1.665172338E0,1.864632368E-1
2.208352508E1,6.758439541E-1,1.148419499E0,5.171387196E-1
2.210362608E1,6.843692660E-1,1.578386903E0,9.736772776E-1
2.212372708E1,7.566177249E-1,1.587484241E0,1.103588223E0
2.214382808E1,7.411491871E-1,1.069385529E0,1.063428044E0
2.216392908E1,5.485217571E-1,8.315794468E-1,9.700441360E-1
2.218403008E1,3.662368059E-1,9.694045782E-1,1.084533095E0
2.220413108E1,3.697538674E-1,1.101610541E0,1.382912040E0
2.222423308E1,3.734446764E-1,7.165590525E-1,1.364970326E0
2.224433408E1,3.026294708E-1,1.540049613E-1,1.165749788E0
2.226443508E1,3.063643873E-1,-1.963106394E-1,9.821474552E-1
2.228453608E1,3.111361265E-1,-3.650616407E-1,8.317509294E-1
2.230463708E1,2.142060548E-1,-3.772263825E-1,7.908656001E-1
2.232473808E1,4.980085418E-2,-3.844749928E-1,7.753452659E-1
2.234484008E1,5.192898586E-2,-7.663567364E-2,7.387752533E-1
2.236494108E1,5.366184935E-2,1.853952557E-1,6.444020867E-1
2.238504208E1,1.121729426E-2,2.712247074E-1,4.495741129E-1
2.240514308E1,-7.123336941E-2,2.178230286E-1,1.908959597E-1
2.242524408E1,-1.045868695E-1,1.283581555E-1,9.174153209E-3
2.244534508E1,-8.573880792E-2,1.554352790E-1,-6.274456531E-2
2.246544708E1,-4.519968480E-2,2.683734000E-1,-8.694209903E-2
2.248554808E1,-1.101949252E-3,3.418951631E-1,-5.662941188E-2
2.250564908E1,1.895829663E-2,3.212766945E-1,-4.555303231E-2
2.252575008E1,-1.365638524E-2,2.036314756E-1,-8.850894123E-2
2.254585108E1,-1.007756367E-1,3.531252965E-3,-1.490162760E-1
2.256595208E1,-1.457789838E-1,-7.361362129E-2,-1.806522757E-1
2.258605408E1,-1.461873204E-1,-1.308172196E-1,-2.132812738E-1
2.260615508E1,-1.644012183E-1,-2.762924135E-1,-2.520689070E-1
2.262625608E1,-1.910105199E-1,-3.797800839E-1,-2.822822332E-1
2.264635746E1,-1.797977090E-1,-4.040398896E-1,-3.247490823E-1
2.266645846E1,-1.487876624E-1,-4.026272595E-1,-3.578426242E-1
2.268655946E1,-1.040506065E-1,-3.351793885E-1,-3.748809993E-1
2.270666146E1,-6.425738335E-2,-2.390992045E-1,-3.984193802E-1
2.272676246E1,-3.080208227E-2,-1.384483576E-1,-3.935247660E-1
2.274686346E1,-1.466465928E-2,-1.118668094E-1,-3.665607870E-1
2.276696446E1,-2.405629680E-2,-1.322426647E-1,-3.505519927E-1
2.278706546E1,-3.745325655E-2,-1.370470375E-1,-3.378998935E-1
2.280716646E1,-4.343549162E-2,-8.941926062E-2,-3.100998104E-1
2.282726746E1,-4.379470646E-2,-3.201577812E-2,-2.561983466E-1
2.284736946E1,-1.265855692E-2,-7.663610391E-3,-1.826607883E-1
2.286747046E1,1.948742382E-2,1.312830206E-2,-1.081752107E-1
2.288757146E1,3.067269363E-2,2.857329696E-2,-4.190482944E-2
2.290767246E1,1.928105205E-2,5.053886771E-2,1.692002639E-2
2.292777346E1,2.818591427E-3,8.018078655E-2,7.893145829E-2
2.294787446E1,-7.995763794E-3,1.195642427E-1,1.398280561E-1
2.296797646E1,3.753944067E-3,1.418227404E-1,1.764636636E-1
2.298807746E1,2.955149487E-2,1.463190913E-1,1.820846051E-1
2.300817846E1,4.394137487E-2,1.038712636E-1,1.493969262E-1
2.302827946E1,5.138488114E-2,8.828849345E-2,1.099468395E-1
2.304838046E1,6.058580801E-2,1.116331443E-1,6.661438942E-2
2.306848146E1,6.171418354E-2,9.979591519E-2,2.347225323E-2
2.308858346E1,5.001015589E-2,6.179856509E-2,-4.152836744E-3
2.310868446E1,7.734069228E-2,5.873598158E-2,-2.837071940E-2
2.312878546E1,6.400679797E-2,3.601955995E-2,-5.103751644E-2
2.314888646E1,4.245433956E-2,-8.089927956E-3,-5.037347972E-2
2.316898746E1,2.768455446E-2,-3.734273370E-3,-3.244657442E-2
2.318908846E1,1.561974362E-2,2.003635839E-2,-1.241603587E-2
2.320919046E1,2.543821698E-3,-1.684571244E-2,-1.587810740E-2
2.322929146E1,-2.325756289E-2,-4.831244797E-2,-5.436060019E-4
2.324939246E1,-2.941228077E-2,-1.333868876E-2,1.715053059E-2
2.326949346E1,-2.012360655E-2,9.057743475E-3,2.539952099E-2
2.328959446E1,-2.895441651E-2,-1.136453170E-2,3.160214424E-2
2.330969546E1,-2.540457621E-2,-1.891213283E-2,3.141235188E-2
2.332979646E1,-1.719638240E-3,-2.215913963E-3,1.636851765E-2
2.334989846E1,-5.669695325E-3,-1.341653615E-2,2.701659687E-3
2.336999946E1,-1.829177514E-2,-4.201390594E-2,-6.897861604E-3
2.339010046E1,-1.282266527E-2,-4.134903476E-2,-1.736987382E-2
2.341020146E1,-1.778617874E-2,-1.803973690E-2,-2.755839378E-2
2.343030246E1,-2.704752982E-2,-1.429010835E-2,-4.255593941E-2
2.345040346E1,-1.478362083E-2,-1.977473125E-2,-5.470122769E-2
2.347050546E1,-1.823190600E-3,-2.649846859E-2,-5.981939286E-2
2.349060646E1,8.898911998E-3,-2.485891804E-2,-6.599026173E-2
2.351070746E1,4.818279762E-3,-1.159784384E-2,-5.970359966E-2
2.353080846E1,-8.738167584E-3,6.805718876E-3,-4.287764430E-2
