"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
6.934479833E1,8.708740082E0,-2.649490356E-2,-4.699327698E0
6.936490033E1,8.695866852E0,-5.538482666E-3,-4.719086609E0
6.938500133E1,8.679101715E0,-3.891906738E-3,-4.742138672E0
6.940510333E1,8.651409302E0,-1.032852173E-2,-4.718338165E0
6.942520533E1,8.652756500E0,-3.263214111E-2,-4.733456726E0
6.944530633E1,8.631051636E0,-1.167572021E-2,-4.750521240E0
6.946540833E1,8.660240936E0,-1.586700439E-2,-4.736151123E0
6.948550933E1,8.665330353E0,-2.574645996E-2,-4.712500305E0
6.950561133E1,8.679101715E0,-5.538482666E-3,-4.686454468E0
6.952571333E1,8.722062378E0,-4.490661621E-3,-4.667144623E0
6.954581433E1,8.724906464E0,-4.340972900E-3,-4.667593689E0
6.956591633E1,8.694669342E0,-3.053649902E-2,-4.666845245E0
6.958601733E1,8.657247162E0,-1.886077881E-2,-4.669389954E0
6.960611933E1,8.709488525E0,-3.622467041E-2,-4.723427582E0
6.962622133E1,8.703650665E0,-1.766326904E-2,-4.756957855E0
6.964632233E1,8.644972687E0,-1.332229614E-2,-4.775818634E0
6.966642433E1,8.576115875E0,-3.038681030E-2,-4.781506805E0
6.968652633E1,8.583899689E0,-4.370910645E-2,-4.764891357E0
6.970662733E1,8.636440430E0,-6.436614990E-3,-4.739294586E0
6.972672933E1,8.658294983E0,-2.170486450E-2,-4.700674896E0
6.974683033E1,8.689879303E0,-6.885681152E-3,-4.656367035E0
6.976693233E1,8.780890045E0,-5.433700562E-2,-4.656816101E0
6.978703433E1,8.808881836E0,-2.859054565E-2,-4.656067657E0
6.980713533E1,8.679401093E0,3.966751099E-2,-4.667144623E0
6.982723733E1,8.628357239E0,-1.332229614E-2,-4.704417114E0
6.984733833E1,8.632698212E0,-1.437011719E-2,-4.750072174E0
6.986744033E1,8.594078522E0,-1.302291870E-2,-4.794829102E0
6.988754233E1,8.638685760E0,-2.454895020E-2,-4.760251007E0
6.990764333E1,8.662635956E0,-2.110610962E-2,-4.752018127E0
6.992774475E1,8.662336578E0,-2.619552612E-2,-4.662953339E0
6.994784575E1,8.735983429E0,-3.981719971E-2,-4.655169525E0
6.996794775E1,8.793463898E0,-5.239105225E-2,-4.640649719E0
6.998804975E1,8.797206116E0,-3.098556519E-2,-4.633614349E0
7.000815075E1,8.753197632E0,-2.499801636E-2,-4.655169525E0
7.002825275E1,8.684640198E0,-2.514770508E-2,-4.682412872E0
7.004835475E1,8.674012299E0,5.089416504E-3,-4.735851746E0
7.006845575E1,8.643326111E0,-7.334747314E-3,-4.787644043E0
7.008855775E1,8.579109650E0,9.729766846E-3,-4.790937195E0
7.010865875E1,8.586444397E0,-3.083587646E-2,-4.759053497E0
7.012876075E1,8.621770935E0,-1.631607056E-2,-4.739444275E0
7.014886275E1,8.663234711E0,-1.691482544E-2,-4.680017853E0
7.016896375E1,8.699609070E0,-1.107696533E-2,-4.680766296E0
7.018906575E1,8.805888062E0,-3.861968994E-2,-4.640649719E0
7.020916675E1,8.789272614E0,-2.589614868E-2,-4.622088318E0
7.022926875E1,8.727750549E0,-5.089416504E-3,-4.628824310E0
7.024937075E1,8.676107941E0,1.856140137E-2,-4.684358826E0
7.026947175E1,8.648116150E0,8.681945801E-3,-4.729265442E0
7.028957375E1,8.626860352E0,-1.496887207E-3,-4.797074432E0
7.030967475E1,8.619375916E0,-2.649490356E-2,-4.813540192E0
7.032977675E1,8.598120117E0,-2.634521484E-2,-4.753814392E0
7.034987875E1,8.594527588E0,-2.559677124E-2,-4.718637543E0
7.036997975E1,8.673263855E0,-2.065704346E-2,-4.696932678E0
7.039008175E1,8.744964752E0,-8.681945801E-3,-4.643493805E0
7.041018375E1,8.786578217E0,1.182540894E-2,-4.641697540E0
7.043028475E1,8.748108215E0,-5.987548828E-4,-4.644541626E0
7.045038675E1,8.690777435E0,6.780899048E-2,-4.697830811E0
7.047048775E1,8.613388367E0,9.580078125E-3,-4.734654236E0
7.049058975E1,8.637937317E0,-2.335144043E-2,-4.769082642E0
7.051069175E1,8.600215759E0,-2.784210205E-2,-4.782554626E0
7.053079275E1,8.618028717E0,-5.134323120E-2,-4.756957855E0
7.055089475E1,8.666228485E0,-4.385879517E-2,-4.730762329E0
7.057099575E1,8.722212067E0,-9.430389404E-3,-4.688550110E0
7.059109775E1,8.728648682E0,2.320175171E-2,-4.668192444E0
7.061119975E1,8.730594635E0,-8.981323242E-4,-4.625980225E0
7.063130075E1,8.703800354E0,-1.347198486E-2,-4.686304779E0
7.065140275E1,8.694369965E0,-2.499801636E-2,-4.716541901E0
7.067150375E1,8.626710663E0,5.688171387E-3,-4.782105560E0
7.069160575E1,8.592881012E0,1.811233521E-2,-4.814438324E0
7.071170775E1,8.577313385E0,-2.439926147E-2,-4.767885132E0
7.073180875E1,8.657546539E0,-5.763015747E-2,-4.713997192E0
7.075191075E1,8.716224518E0,-2.290237427E-2,-4.685256958E0
7.077201275E1,8.746162262E0,-8.981323242E-3,-4.682712250E0
7.079211375E1,8.737031250E0,1.556762695E-2,-4.681814117E0
7.081221575E1,8.727151794E0,5.239105225E-3,-4.667893066E0
7.083231675E1,8.715775452E0,-2.275268555E-2,-4.681664429E0
7.085241875E1,8.668623505E0,-4.191284180E-2,-4.674928436E0
7.087252075E1,8.646319885E0,-3.682342529E-2,-4.756658478E0
7.089262175E1,8.639434204E0,-1.766326904E-2,-4.790188751E0
7.091272375E1,8.639583893E0,-2.395019531E-2,-4.768932953E0
7.093282512E1,8.630153503E0,-8.831634521E-3,-4.750820618E0
7.095292713E1,8.621920624E0,-2.245330811E-3,-4.724176025E0
7.097302913E1,8.676257629E0,-1.302291870E-2,-4.710853729E0
7.099313012E1,8.701105957E0,-1.796264648E-3,-4.675227814E0
7.101323213E1,8.720116425E0,-1.212478638E-2,-4.639152832E0
7.103333313E1,8.762178955E0,-2.215393066E-2,-4.672832794E0
7.105343513E1,8.762628021E0,2.395019531E-3,-4.709506531E0
7.107353713E1,8.686586151E0,2.395019531E-3,-4.656965790E0
7.109363812E1,8.610244904E0,-2.903961182E-2,-4.711452484E0
7.111374013E1,8.585097198E0,-1.347198486E-3,-4.749922485E0
7.113384113E1,8.607400818E0,-1.706451416E-2,-4.765639801E0
7.115394312E1,8.638985138E0,-5.508544922E-2,-4.758903809E0
7.117404513E1,8.636141052E0,-6.930587769E-2,-4.737797699E0
7.119414612E1,8.625962219E0,-3.876937866E-2,-4.748874664E0
7.121424813E1,8.616232452E0,-5.044509888E-2,-4.725972290E0
7.123435013E1,8.565038910E0,-1.496887207E-2,-4.699776764E0
7.125445112E1,8.465346222E0,8.083190918E-3,-4.779560852E0
7.127455313E1,8.377928009E0,8.232879639E-3,-4.774621124E0
7.129465412E1,8.507408752E0,-6.481521606E-2,-4.728516998E0
7.131475613E1,8.641230469E0,-1.387614441E-1,-4.743934937E0
7.133485813E1,8.687035217E0,-1.317260742E-1,-4.660708008E0
7.135495912E1,8.770262146E0,-1.398092651E-1,-4.578528900E0
7.137506113E1,8.901239777E0,-4.221221924E-2,-4.523443451E0
7.139516213E1,9.007369080E0,7.783813477E-2,-4.409230957E0
7.141526412E1,9.088500366E0,1.778302002E-1,-4.370461578E0
7.143536613E1,9.086255035E0,2.073188782E-1,-4.352947998E0
7.145546712E1,9.036857758E0,1.118174744E-1,-4.330045624E0
7.147556913E1,8.992100830E0,5.224136353E-2,-4.371958466E0
7.149567113E1,8.912316742E0,2.065704346E-2,-4.452640686E0
7.151577212E1,8.820258179E0,-4.834945679E-2,-4.575684814E0
7.153587413E1,8.710536346E0,-9.205856323E-2,-4.733007660E0
7.155597512E1,8.614436188E0,-1.303788757E-1,-4.820575562E0
7.157607713E1,8.555009766E0,-1.636097717E-1,-4.894222412E0
7.159617913E1,8.555009766E0,-1.481918335E-1,-4.916675720E0
7.161628012E1,8.572074280E0,-1.440005493E-1,-4.919819183E0
7.163638213E1,8.642128601E0,-1.757345581E-1,-4.916226654E0
7.165648312E1,8.638087006E0,-1.282832336E-1,-4.878205719E0
7.167658513E1,8.627309418E0,-8.083190918E-2,-4.768633575E0
7.169668713E1,8.658744049E0,-1.209484863E-1,-4.739593964E0
7.171678812E1,8.693471832E0,-8.711883545E-2,-4.728067932E0
7.173689013E1,8.692573700E0,-4.670288086E-2,-4.661007385E0
7.175699113E1,8.721613312E0,1.496887207E-2,-4.632865906E0
7.177709312E1,8.748257904E0,2.874023438E-2,-4.653672638E0
7.179719513E1,8.775800629E0,1.586700439E-2,-4.649032288E0
7.181729612E1,8.740025024E0,5.448669434E-2,-4.590204620E0
7.183739813E1,8.729696503E0,1.333726501E-1,-4.559219055E0
7.185750013E1,8.673862610E0,1.633103943E-1,-4.564158783E0
7.187760112E1,8.725205841E0,1.281335449E-1,-4.562362518E0
7.189770313E1,8.729247437E0,7.304809570E-2,-4.569697266E0
7.191780412E1,8.702752533E0,9.415420532E-2,-4.604874115E0
7.193790575E1,8.647966461E0,1.224453735E-1,-4.616998901E0
7.195800775E1,8.611292725E0,9.864486694E-2,-4.654870148E0
7.197810875E1,8.720565491E0,1.017883301E-1,-4.686155090E0
7.199821075E1,8.753946075E0,1.109193420E-1,-4.659061432E0
7.201831175E1,8.740174713E0,9.355545044E-2,-4.646337891E0
7.203841375E1,8.702752533E0,9.385482788E-2,-4.665048981E0
7.205851575E1,8.694819031E0,6.990463257E-2,-4.714745636E0
7.207861675E1,8.641080780E0,-2.350112915E-2,-4.766088867E0
7.209871875E1,8.627459106E0,-1.431024170E-1,-4.857548676E0
7.211881975E1,8.574020233E0,-1.968406677E-1,-4.902904358E0
7.213892175E1,8.528065796E0,-2.332150269E-1,-4.959337006E0
7.215902375E1,8.517138519E0,-3.143463135E-1,-4.972509613E0
7.217912475E1,8.545130310E0,-3.158432007E-1,-5.012626190E0
7.219922675E1,8.519383850E0,-2.119592285E-1,-5.007387085E0
7.221932875E1,8.526568909E0,-1.859133911E-1,-5.003345490E0
7.223942975E1,8.499624939E0,-1.336720276E-1,-4.954846344E0
7.225953175E1,8.463849335E0,-4.251159668E-2,-4.883594513E0
7.227963275E1,8.492739258E0,5.089416504E-3,-4.818479919E0
7.229973475E1,8.581953735E0,1.212478638E-2,-4.815635834E0
7.231983675E1,8.636590118E0,2.514770508E-2,-4.808151398E0
7.233993775E1,8.680748291E0,-1.317260742E-2,-4.763394470E0
7.236003975E1,8.706494751E0,-4.730163574E-2,-4.727618866E0
7.238014075E1,8.662635956E0,-8.232879639E-3,-4.706363068E0
7.240024275E1,8.664881287E0,2.694396973E-2,-4.746479645E0
7.242034475E1,8.682694244E0,1.212478638E-2,-4.766238556E0
7.244044575E1,8.652008057E0,-3.457809448E-2,-4.758454742E0
7.246054775E1,8.639284515E0,-1.026864624E-1,-4.818629608E0
7.248064975E1,8.633147278E0,-8.128097534E-2,-4.878355408E0
7.250075075E1,8.577912140E0,-9.400451660E-2,-4.888085175E0
7.252085275E1,8.537346497E0,-9.969268799E-2,-4.900359650E0
7.254095375E1,8.527317352E0,-7.873626709E-2,-4.910987549E0
7.256105575E1,8.545429688E0,-1.017883301E-1,-4.883145447E0
7.258115775E1,8.584947510E0,-8.921447754E-2,-4.884792023E0
7.260125875E1,8.590485992E0,-8.696914673E-2,-4.875661011E0
7.262136075E1,8.626261597E0,-8.337661743E-2,-4.850213928E0
7.264146175E1,8.622669067E0,-7.334747314E-2,-4.810845795E0
7.266156375E1,8.632249146E0,-2.095642090E-2,-4.792434082E0
7.268166575E1,8.651708679E0,5.837860107E-3,-4.762795715E0
7.270176675E1,8.638985138E0,1.646575928E-3,-4.732708282E0
7.272186875E1,8.629854126E0,-7.185058594E-3,-4.771926727E0
7.274196975E1,8.614436188E0,-3.323089600E-2,-4.774770813E0
7.276207175E1,8.629405060E0,-5.613327026E-2,-4.813091125E0
7.278217375E1,8.636590118E0,-5.987548828E-2,-4.848567352E0
7.280227475E1,8.633147278E0,-1.025367737E-1,-4.849465485E0
7.282237675E1,8.650810547E0,-1.354682922E-1,-4.883893890E0
7.284247775E1,8.573870544E0,-9.984237671E-2,-4.884043579E0
7.286257975E1,8.544232178E0,-4.490661621E-2,-4.846920776E0
7.288268175E1,8.571774902E0,-5.239105225E-2,-4.885241089E0
7.290278275E1,8.619076538E0,-7.364685059E-2,-4.851411438E0
7.292288521E1,8.638236694E0,-1.160087585E-1,-4.831652527E0
7.294298721E1,8.640482025E0,-1.101708984E-1,-4.827910309E0
7.296308821E1,8.623567200E0,-7.379653931E-2,-4.815635834E0
7.298319021E1,8.606352997E0,-6.631210327E-2,-4.826413422E0
7.300329121E1,8.620274048E0,-3.876937866E-2,-4.821922760E0
7.302339321E1,8.626411285E0,-1.182540894E-2,-4.803660736E0
7.304349521E1,8.603957977E0,-2.649490356E-2,-4.773124237E0
7.306359621E1,8.591833191E0,-5.134323120E-2,-4.777764587E0
7.308369821E1,8.662635956E0,-4.490661621E-2,-4.824018402E0
7.310379921E1,8.687484283E0,-6.047424316E-2,-4.836592255E0
7.312390121E1,8.623716888E0,-5.254074097E-2,-4.831502838E0
7.314400321E1,8.569080505E0,-6.646179199E-2,-4.817282410E0
7.316410421E1,8.533454590E0,-5.089416504E-2,-4.835245056E0
7.318420621E1,8.520880737E0,-2.065704346E-2,-4.872218170E0
7.320430821E1,8.576265564E0,-3.847000122E-2,-4.900659027E0
7.322440921E1,8.632398834E0,-8.786727905E-2,-4.884492645E0
7.324451121E1,8.623716888E0,-1.002914429E-1,-4.844675446E0
7.326461221E1,8.585995331E0,-5.837860107E-2,-4.801116028E0
7.328471421E1,8.581953735E0,-4.071533203E-2,-4.809797974E0
7.330481621E1,8.641829224E0,-1.706451416E-2,-4.843927002E0
7.332491721E1,8.663384399E0,-2.649490356E-2,-4.837939453E0
7.334501921E1,8.629554749E0,-1.197509766E-2,-4.837191010E0
7.336512021E1,8.581205292E0,1.077758789E-2,-4.816683655E0
7.338522221E1,8.576714630E0,-4.790039062E-3,-4.802762604E0
7.340532421E1,8.591833191E0,-3.008743286E-2,-4.795427856E0
7.342542521E1,8.601712646E0,-4.535568237E-2,-4.804708557E0
7.344552721E1,8.659941559E0,-4.266128540E-2,-4.842729492E0
7.346562821E1,8.640332336E0,-3.278182983E-2,-4.857848053E0
7.348573021E1,8.587043152E0,-5.538482666E-3,-4.835394745E0
7.350583221E1,8.608897705E0,-5.373825073E-2,-4.800217896E0
7.352593321E1,8.610394592E0,-6.496490479E-2,-4.820126495E0
7.354603521E1,8.660540314E0,-4.640350342E-2,-4.802463226E0
7.356613721E1,8.671018524E0,-3.847000122E-2,-4.824317780E0
7.358623821E1,8.633147278E0,-4.041595459E-2,-4.816234589E0
7.360634021E1,8.610095215E0,-2.185455322E-2,-4.812043304E0
7.362644121E1,8.620274048E0,-4.041595459E-2,-4.808151398E0
7.364654321E1,8.600664825E0,-4.670288086E-2,-4.825066223E0
7.366664521E1,8.601712646E0,-4.610412598E-2,-4.847070465E0
7.368674621E1,8.605305176E0,-5.104385376E-2,-4.855003967E0
7.370684821E1,8.587941284E0,-4.385879517E-2,-4.842879181E0
7.372694921E1,8.566086731E0,7.035369873E-3,-4.834795990E0
7.374705121E1,8.589288483E0,-2.185455322E-2,-4.832999725E0
7.376715321E1,8.614136810E0,-2.080673218E-2,-4.822072449E0
7.378725421E1,8.622669067E0,-5.987548828E-2,-4.815037079E0
7.380735621E1,8.644074554E0,-7.813751221E-2,-4.800966339E0
7.382745821E1,8.647218018E0,-6.077362061E-2,-4.816384277E0
7.384755921E1,8.637488251E0,-5.044509888E-2,-4.834496613E0
7.386766121E1,8.602012024E0,-3.682342529E-2,-4.843178558E0
7.388776221E1,8.596623230E0,-2.918930054E-2,-4.863536224E0
7.390786421E1,8.586444397E0,-2.559677124E-2,-4.835843811E0
7.392796646E1,8.594377899E0,-1.751358032E-2,-4.830005951E0
7.394806746E1,8.593479767E0,-4.805007935E-2,-4.824317780E0
7.396816946E1,8.613238678E0,-4.790039063E-2,-4.830155640E0
7.398827046E1,8.651259613E0,-3.727249146E-2,-4.841531982E0
7.400837246E1,8.643775177E0,-3.727249146E-2,-4.808750153E0
7.402847446E1,8.618627472E0,-6.406677246E-2,-4.796924744E0
7.404857546E1,8.631800079E0,-6.301895142E-2,-4.806504822E0
7.406867746E1,8.611143036E0,-2.993774414E-3,-4.840783539E0
7.408877846E1,8.633446655E0,-3.293151855E-2,-4.853058014E0
7.410888046E1,8.584348755E0,-2.963836670E-2,-4.827161865E0
7.412898246E1,8.546477509E0,-1.631607056E-2,-4.822820892E0
7.414908346E1,8.633446655E0,-4.415817261E-2,-4.820276184E0
7.416918546E1,8.633296967E0,-5.373825073E-2,-4.844226379E0
7.418928746E1,8.563242645E0,-2.649490356E-2,-4.814887390E0
7.420938846E1,8.587641907E0,-4.475692749E-2,-4.831203461E0
7.422949046E1,8.633746033E0,-6.197113037E-2,-4.818330231E0
7.424959146E1,8.666976929E0,-5.313949585E-2,-4.780458984E0
7.426969346E1,8.645721130E0,-4.550537109E-2,-4.819378052E0
7.428979546E1,8.670868835E0,-1.167572021E-2,-4.805756378E0
7.430989646E1,8.663234711E0,-1.077758789E-2,-4.805906067E0
7.432999846E1,8.651109924E0,-6.436614990E-3,-4.814138947E0
7.435009946E1,8.613088989E0,-2.784210205E-2,-4.832101593E0
7.437020146E1,8.582253113E0,-2.784210205E-2,-4.840035095E0
7.439030346E1,8.552165680E0,-3.472778320E-2,-4.867428131E0
7.441040446E1,8.548273773E0,-4.221221924E-2,-4.900209961E0
7.443050646E1,8.564140778E0,-6.301895142E-2,-4.909490662E0
7.445060846E1,8.574469299E0,-6.212081909E-2,-4.881947937E0
7.447070946E1,8.631051636E0,-7.170089722E-2,-4.857997742E0
7.449081146E1,8.624165955E0,-5.553451538E-2,-4.827610931E0
7.451091246E1,8.598269806E0,-7.484436035E-4,-4.763843536E0
7.453101446E1,8.627608795E0,3.562591553E-2,-4.769831085E0
7.455111646E1,8.693022766E0,4.520599365E-2,-4.781656494E0
7.457121746E1,8.717122650E0,1.377136230E-2,-4.795727234E0
7.459131946E1,8.623716888E0,1.541793823E-2,-4.784949646E0
7.461142046E1,8.582402802E0,-4.790039062E-3,-4.814288635E0
7.463152246E1,8.548273773E0,-5.987548828E-4,-4.857997742E0
7.465162446E1,8.551866302E0,-3.457809448E-2,-4.892725525E0
7.467172546E1,8.572822723E0,-5.733078003E-2,-4.933740234E0
7.469182746E1,8.580756226E0,-7.694000244E-2,-4.915178833E0
7.471192946E1,8.501421204E0,-3.742218018E-3,-4.888384552E0
7.473203046E1,8.511450348E0,1.826202393E-2,-4.865631866E0
7.475213246E1,8.613238678E0,-1.437011719E-2,-4.849914551E0
7.477223346E1,8.613388367E0,9.430389404E-3,-4.853956146E0
7.479233546E1,8.621321869E0,6.436614990E-3,-4.800217896E0
7.481243746E1,8.614885254E0,-4.939727783E-3,-4.829556885E0
7.483253846E1,8.616082764E0,-7.484436035E-4,-4.785997467E0
7.485264046E1,8.600814514E0,-8.681945801E-3,-4.817132721E0
7.487274146E1,8.681945801E0,-2.454895020E-2,-4.808750153E0
7.489284346E1,8.687334595E0,-2.020797729E-2,-4.808750153E0
7.491294546E1,8.677305450E0,-4.760101318E-2,-4.806055756E0
7.493304583E1,8.660091248E0,-4.700225830E-2,-4.797373810E0
7.495314783E1,8.639883270E0,-4.819976807E-2,-4.813540192E0
7.497324983E1,8.607849884E0,-1.586700439E-2,-4.808750153E0
7.499335083E1,8.597521362E0,-1.227447510E-2,-4.835245056E0
7.501345283E1,8.601862335E0,-6.586303711E-3,-4.855153656E0
7.503355383E1,8.605005798E0,1.706451416E-2,-4.847968597E0
7.505365583E1,8.544082489E0,2.544708252E-3,-4.840933228E0
7.507375783E1,8.556806030E0,-1.736389160E-2,-4.830604706E0
7.509385883E1,8.615334320E0,-1.990859985E-2,-4.837340698E0
7.511396083E1,8.672216034E0,-5.882766724E-2,-4.850962372E0
7.513406183E1,8.675958252E0,-7.349716187E-2,-4.827760620E0
7.515416383E1,8.613687744E0,-4.475692749E-2,-4.805906067E0
7.517426583E1,8.601263580E0,-2.694396973E-2,-4.813989258E0
7.519436683E1,8.630752258E0,-1.556762695E-2,-4.829257507E0
7.521446883E1,8.646619263E0,-1.242416382E-2,-4.839885406E0
7.523457083E1,8.585845642E0,-7.933502197E-3,-4.835694122E0
7.525467183E1,8.559500427E0,-1.197509766E-2,-4.832400970E0
7.527477383E1,8.588090973E0,-3.367996216E-2,-4.851411438E0
7.529487483E1,8.642278290E0,-3.218307495E-2,-4.871619415E0
7.531497683E1,8.613987122E0,-2.948867798E-2,-4.854704590E0
7.533507883E1,8.568930817E0,-6.885681152E-3,-4.859943695E0
7.535517983E1,8.537346497E0,-2.694396973E-3,-4.851860504E0
7.537528183E1,8.559051361E0,-1.062789917E-2,-4.829257507E0
7.539538283E1,8.612041168E0,-2.499801636E-2,-4.820725250E0
7.541548483E1,8.668174438E0,-3.682342529E-2,-4.845573578E0
7.543558683E1,8.661737823E0,-3.427871704E-2,-4.853656769E0
7.545568783E1,8.562194824E0,-6.586303711E-3,-4.855602722E0
7.547578983E1,8.551417236E0,1.107696533E-2,-4.823719025E0
7.549589083E1,8.585097198E0,-3.427871704E-2,-4.868026886E0
7.551599283E1,8.614735565E0,-1.856140137E-2,-4.858746185E0
7.553609483E1,8.611891479E0,-3.053649902E-2,-4.842579803E0
7.555619583E1,8.623267822E0,-4.790039063E-2,-4.854255524E0
7.557629783E1,8.621321869E0,-3.951782227E-2,-4.820874939E0
7.559639983E1,8.622070312E0,-2.754272461E-2,-4.827910309E0
7.561650083E1,8.634494476E0,-5.987548828E-3,-4.828209686E0
7.563660283E1,8.620573425E0,5.538482666E-3,-4.840035095E0
7.565670383E1,8.564589844E0,-2.395019531E-3,-4.837640076E0
7.567680583E1,8.571026459E0,-4.490661621E-3,-4.836741943E0
7.569690783E1,8.581354980E0,-1.631607056E-2,-4.856949921E0
7.571700883E1,8.621471558E0,-3.817062378E-2,-4.865182800E0
7.573711083E1,8.599467316E0,-3.412902832E-2,-4.847669220E0
7.575721183E1,8.604407043E0,-4.311035156E-2,-4.850213928E0
7.577731383E1,8.615933075E0,-3.367996216E-2,-4.839586029E0
7.579741583E1,8.628955994E0,-4.370910645E-2,-4.846022644E0
7.581751683E1,8.622519379E0,-2.439926147E-2,-4.838987274E0
7.583761883E1,8.617280273E0,-1.062789917E-2,-4.831203461E0
7.585772083E1,8.614136810E0,-1.586700439E-2,-4.826862488E0
7.587782183E1,8.620573425E0,-3.891906738E-2,-4.840484161E0
7.589792383E1,8.604257355E0,-3.457809448E-2,-4.836592255E0
7.591802483E1,8.569828949E0,-1.646575928E-2,-4.834047546E0
7.593812700E1,8.594976654E0,-1.601669312E-2,-4.858746185E0
7.595822900E1,8.602311401E0,-2.170486450E-2,-4.860392761E0
7.597833000E1,8.581804047E0,1.496887207E-3,-4.821024628E0
7.599843200E1,8.575217743E0,-1.377136230E-2,-4.827461243E0
7.601853300E1,8.616831207E0,-3.427871704E-2,-4.853507080E0
7.603863500E1,8.646469574E0,-4.266128540E-2,-4.822970581E0
7.605873700E1,8.604706421E0,-3.053649902E-2,-4.819677429E0
7.607883800E1,8.620573425E0,-2.499801636E-2,-4.845872955E0
7.609894000E1,8.671168213E0,-5.448669434E-2,-4.841232605E0
7.611904200E1,8.594228210E0,9.280700684E-3,-4.829556885E0
7.613914300E1,8.582851868E0,-2.844085693E-3,-4.830904083E0
7.615924500E1,8.609496460E0,-1.901046753E-2,-4.871170349E0
7.617934600E1,8.555009766E0,-1.451980591E-2,-4.830005951E0
7.619944800E1,8.586145020E0,-5.628295898E-2,-4.850662994E0
7.621955000E1,8.648864594E0,-4.849914551E-2,-4.866979065E0
7.623965100E1,8.645721130E0,-5.298980713E-2,-4.838687897E0
7.625975300E1,8.616831207E0,-1.871109009E-2,-4.825215912E0
7.627985400E1,8.598419495E0,-2.245330811E-3,-4.800517273E0
7.629995600E1,8.606802063E0,-2.993774414E-4,-4.792284393E0
7.632005800E1,8.626860352E0,8.831634521E-3,-4.821324005E0
7.634015900E1,8.639284515E0,-1.766326904E-2,-4.842879181E0
7.636026100E1,8.599467316E0,-2.814147949E-2,-4.844376068E0
7.638036300E1,8.580606537E0,-2.454895020E-2,-4.849166107E0
7.640046400E1,8.566835175E0,4.191284180E-3,-4.857398987E0
7.642056600E1,8.567733307E0,-8.831634521E-3,-4.845423889E0
7.644066700E1,8.648714905E0,-2.679428101E-2,-4.840933228E0
7.646076900E1,8.661139069E0,-5.598358154E-2,-4.853507080E0
7.648087100E1,8.621471558E0,-2.469863892E-2,-4.842879181E0
7.650097200E1,8.591384125E0,-3.023712158E-2,-4.844974823E0
7.652107400E1,8.577163696E0,-2.350112915E-2,-4.847669220E0
7.654117500E1,8.607700195E0,-2.589614868E-2,-4.840035095E0
7.656127700E1,8.655600586E0,-2.395019531E-2,-4.866979065E0
7.658137900E1,8.622070312E0,-3.188369751E-2,-4.859045563E0
7.660148000E1,8.570577393E0,-2.065704346E-2,-4.816533966E0
7.662158200E1,8.571026459E0,-1.960922241E-2,-4.821473694E0
7.664168400E1,8.591683502E0,-3.143463135E-3,-4.848417664E0
7.666178500E1,8.619525604E0,-1.975891113E-2,-4.859195251E0
7.668188700E1,8.613388367E0,-2.559677124E-2,-4.865631866E0
7.670198800E1,8.544082489E0,-2.844085693E-3,-4.843028870E0
7.672209000E1,8.546776886E0,-2.155517578E-2,-4.866529999E0
7.674219200E1,8.631500702E0,-3.353027344E-2,-4.881648560E0
7.676229300E1,8.619974670E0,-1.047821045E-3,-4.857997742E0
7.678239500E1,8.587043152E0,2.095642090E-3,-4.831203461E0
7.680249600E1,8.628506927E0,-2.589614868E-2,-4.830604706E0
7.682259800E1,8.628506927E0,-3.502716064E-2,-4.821473694E0
7.684270000E1,8.627608795E0,-3.607498169E-2,-4.841382294E0
7.686280100E1,8.619226227E0,-4.475692749E-2,-4.855602722E0
7.688290300E1,8.603658600E0,-4.505630493E-2,-4.862638092E0
7.690300500E1,8.590336304E0,-3.876937866E-2,-4.887636108E0
7.692310600E1,8.580157471E0,-2.380050659E-2,-4.851112061E0
7.694320775E1,8.598569183E0,-1.392105103E-2,-4.818629608E0
7.696330875E1,8.602161713E0,-1.032852173E-2,-4.858746185E0
7.698341075E1,8.651409302E0,-4.086502075E-2,-4.854854279E0
7.700351275E1,8.600814514E0,-2.215393066E-2,-4.829706573E0
7.702361375E1,8.581354980E0,7.334747314E-3,-4.813091125E0
7.704371575E1,8.602610779E0,2.529739380E-2,-4.855153656E0
7.706381675E1,8.617879028E0,5.388793945E-3,-4.841232605E0
7.708391875E1,8.618777161E0,-3.966751099E-2,-4.828958130E0
7.710402075E1,8.628357239E0,-5.358856201E-2,-4.839586029E0
7.712412175E1,8.615933075E0,-4.730163574E-2,-4.846022644E0
7.714422375E1,8.581654358E0,-1.960922241E-2,-4.856650543E0
7.716432575E1,8.596323853E0,-5.134323120E-2,-4.856500854E0
7.718442675E1,8.596623230E0,-2.275268555E-2,-4.833149414E0
7.720452875E1,8.620423737E0,-1.586700439E-2,-4.850812683E0
7.722462975E1,8.605754242E0,-2.993774414E-3,-4.841082916E0
7.724473175E1,8.579409027E0,-3.143463135E-3,-4.847220154E0
7.726483375E1,8.581205292E0,-5.837860107E-3,-4.846920776E0
7.728493475E1,8.603209534E0,-2.200424194E-2,-4.854854279E0
7.730503675E1,8.588240662E0,-1.302291870E-2,-4.845723267E0
7.732513875E1,8.602012024E0,-4.595443726E-2,-4.861440582E0
7.734523975E1,8.632548523E0,-5.059478760E-2,-4.831802216E0
7.736534175E1,8.652157745E0,-3.517684937E-2,-4.825215912E0
