"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.229693334E-1,2.007325745E0,5.469625854E-1,7.494016113E0
7.430703333E-1,2.600841522E0,8.472381592E-1,7.717950439E0
7.631723334E-1,2.019001465E0,4.640350342E-1,8.124804382E0
7.832743333E-1,1.578467560E0,-1.510359192E-1,9.254355469E0
8.033763333E-1,1.299747162E0,-9.788145447E-1,9.817484436E0
8.234773334E-1,1.628014526E0,2.448907471E-1,9.945767670E0
8.435793333E-1,2.689756622E0,1.516646118E0,9.278605042E0
8.636808334E-1,2.458188171E0,1.613794098E0,8.712931366E0
8.837818333E-1,1.804946594E0,1.019679565E0,8.393196259E0
9.038838333E-1,1.508712616E0,6.412664795E-1,9.167985077E0
9.239858334E-1,1.807940369E0,5.589376831E-1,1.028660889E1
9.440868333E-1,2.701881409E0,9.195378113E-1,1.092188782E1
9.641888334E-1,2.880759430E0,1.319356384E0,1.020068756E1
9.842908334E-1,2.348166962E0,1.296304321E0,9.259444885E0
1.004392833E0,1.884131927E0,1.119971008E0,9.577683105E0
1.024493833E0,1.621428223E0,9.425898743E-1,1.031070877E1
1.044595833E0,1.461710358E0,8.572673035E-1,1.056488022E1
1.064697833E0,9.891430664E-1,6.542893982E-1,1.035351974E1
1.084798833E0,7.153623962E-1,6.920109558E-1,9.835596771E0
1.104900833E0,9.762698364E-1,1.118773499E0,9.613159332E0
1.125002833E0,1.385518799E0,1.402882690E0,9.843679962E0
1.145103833E0,1.197659454E0,1.449884949E0,9.803114319E0
1.165205833E0,9.345066833E-1,1.237476654E0,9.650431824E0
1.185307833E0,4.825964355E-1,1.207987976E0,9.664652252E0
1.205408833E0,3.460803223E-1,1.125509491E0,9.899962921E0
1.225510833E0,3.876937866E-2,9.590556335E-1,1.034124527E1
1.245612833E0,-9.879455566E-3,9.827064514E-1,9.478738861E0
1.265713833E0,3.525169373E-1,1.517544250E0,8.831634521E0
1.285815833E0,1.117126923E0,1.346150665E0,8.362210693E0
1.305917833E0,2.146685944E0,1.853146362E-1,8.363408203E0
1.326019833E0,3.295247498E0,-8.702902222E-1,8.913514252E0
1.346120833E0,3.777694244E0,-1.739532623E0,8.225844269E0
1.366222833E0,3.970343628E0,-2.203268280E0,6.149811401E0
1.386324833E0,4.426295471E0,-2.903212738E0,4.528083801E0
1.406425833E0,5.903124390E0,-3.182082825E0,2.659519501E0
1.426527833E0,7.276069336E0,-3.649860077E0,1.657802582E0
1.446629833E0,8.476273499E0,-3.540737000E0,-4.287084961E-1
1.466730833E0,8.704848175E0,-3.450025635E0,-5.563929749E-1
1.486832833E0,1.011985565E1,-3.867956543E0,1.516346741E0
1.506934833E0,9.606423340E0,-4.230951691E0,3.759881287E0
1.527035833E0,9.490863647E0,-4.149521027E0,4.859344940E0
1.547137833E0,9.010362854E0,-4.182153168E0,3.850293274E0
1.567239833E0,8.230334930E0,-4.119882660E0,2.026785278E0
1.587341833E0,7.528893585E0,-4.763693848E0,2.239193573E0
1.607442833E0,7.178621979E0,-6.230044556E0,3.716172180E0
1.627544833E0,7.695197754E0,-7.325167236E0,5.266797638E0
1.647646833E0,1.056308395E1,-7.167545013E0,5.214107208E0
1.667747833E0,1.386372025E1,-5.619164886E0,4.102518768E0
1.687849833E0,1.511152542E1,-5.669609985E0,2.972967682E0
1.707951833E0,1.666095337E1,-5.823489990E0,2.408641205E0
1.728052833E0,1.765668274E1,-4.726121979E0,2.111209717E0
1.748154833E0,1.813344131E1,-4.074826355E0,1.611997833E0
1.768256833E0,1.699221451E1,-3.689377899E0,-6.218069458E-1
1.788357833E0,1.462443832E1,-3.825145569E0,-2.602039032E0
1.808459833E0,1.127500351E1,-3.679947510E0,-7.305108948E0
1.828561833E0,1.164518372E1,-2.633323975E0,-7.101532288E0
1.848663833E0,1.298759216E1,-1.547032928E0,-2.561922455E0
1.868764708E0,1.403406601E1,-1.805844727E0,-1.230141907E0
1.888866708E0,1.172616531E1,-4.806804199E0,-2.929557953E0
1.908968708E0,8.387208710E0,-7.762258301E0,-2.726580048E0
1.929069708E0,7.839647369E0,-8.399782562E0,2.835553436E0
1.949171708E0,6.598578186E0,-9.705816650E0,3.524121552E0
1.969273708E0,9.296867065E0,-6.816974030E0,4.540058899E0
1.989374708E0,1.192599976E1,-3.527115326E0,4.148922272E0
2.009476708E0,8.365354156E0,-5.754932556E0,3.042572937E0
2.029578708E0,4.368964691E0,-8.100554810E0,4.068988495E0
2.049679708E0,3.958967285E0,-8.065827026E0,5.021158447E0
2.069781708E0,6.076912994E0,-7.829318848E0,1.500779114E0
2.089883708E0,1.081935104E1,-6.417903900E0,-1.132844238E0
2.109984708E0,1.102801712E1,-4.815336456E0,-5.866300964E-1
2.130086708E0,8.312663727E0,-4.194427643E0,-9.595046997E-1
2.150188708E0,6.034551086E0,-4.296665039E0,-7.044351196E-1
2.170289708E0,4.517006836E0,-5.304519196E0,7.964936829E-1
2.190391708E0,3.442092133E0,-6.162984009E0,1.822310486E0
2.210493708E0,3.916455688E0,-6.169420624E0,1.802850952E0
2.230595708E0,5.461243286E0,-5.210814056E0,1.206940155E0
2.250696708E0,6.588399353E0,-4.898563385E0,-1.378633118E-1
2.270798708E0,6.846911774E0,-5.179978180E0,-2.650987244E-1
2.290900708E0,6.640191650E0,-6.140081635E0,2.249821472E-1
2.311001708E0,5.875282288E0,-7.536976776E0,5.547463989E-1
2.331103708E0,5.648054810E0,-8.932824097E0,1.417851562E0
2.351205708E0,6.293662262E0,-9.655072174E0,1.615740051E0
2.371306708E0,7.263645172E0,-9.447154541E0,1.352736969E0
2.391408708E0,7.329358521E0,-8.055199127E0,1.420396271E0
2.411510708E0,6.276747437E0,-7.828720093E0,1.385668488E0
2.431611708E0,5.483097839E0,-7.818840637E0,1.576072540E0
2.451713708E0,4.691394196E0,-7.626640320E0,2.132315826E0
2.471815708E0,3.573219452E0,-8.248297577E0,3.021317139E0
2.491916708E0,1.420096893E0,-7.166646881E0,2.275717621E0
2.512018708E0,-2.621049500E-1,-7.226372681E0,1.257385254E0
2.532120708E0,-2.082170105E0,-9.407936096E0,-2.812052307E0
