"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
7.746737108E1,7.842790833E0,-2.471360779E-1,5.830824738E0
7.748747308E1,7.984845428E0,-1.248403931E-1,5.865851898E0
7.750757408E1,8.062384186E0,-1.646575928E-1,6.037844238E0
7.752767508E1,8.169411621E0,-1.546284485E-1,6.208339691E0
7.754777708E1,8.142317963E0,-1.308279419E-1,6.188880157E0
7.756787808E1,8.198002167E0,-1.236428833E-1,6.245462494E0
7.758797908E1,8.140072632E0,-1.005908203E-1,6.144272919E0
7.760808008E1,8.084687805E0,-1.830693054E-1,6.178401947E0
7.762818208E1,8.000562744E0,-1.520837402E-1,6.019432526E0
7.764828308E1,7.895930328E0,-2.052232361E-1,5.851032715E0
7.766838408E1,7.844736786E0,-2.378553772E-1,5.849535828E0
7.768848508E1,7.751331024E0,-2.276765442E-1,5.765111389E0
7.770858700E1,7.621550903E0,-2.317181396E-1,5.647905121E0
7.772868800E1,7.627089386E0,-2.320175171E-1,5.711073761E0
7.774878900E1,7.647297363E0,-2.562670898E-1,5.754932556E0
7.776889000E1,7.656727753E0,-2.676434326E-1,5.746999054E0
7.778899200E1,7.691006470E0,-2.252815247E-1,5.740861816E0
7.780909300E1,7.791297913E0,-2.188449097E-1,5.831423492E0
7.782919400E1,7.904312897E0,-2.312690735E-1,5.966592407E0
7.784929500E1,7.910150757E0,-2.273771667E-1,6.053112488E0
7.786939700E1,7.961943054E0,-2.264790344E-1,6.054908752E0
7.788949800E1,8.031997375E0,-1.592687988E-1,6.219266968E0
7.790959900E1,8.025710449E0,-2.401007080E-1,5.998176727E0
7.792970000E1,8.030799866E0,-1.541793823E-1,6.108347626E0
7.794980200E1,8.010442200E0,-2.339634705E-1,6.003116455E0
7.796990300E1,7.982600098E0,-1.957928467E-1,5.914500732E0
7.799000400E1,7.904312897E0,-1.839674377E-1,5.893993378E0
7.801010500E1,7.882907410E0,-2.580633545E-1,5.838758240E0
7.803020700E1,7.815547485E0,-2.004331970E-1,5.709576874E0
7.805030800E1,7.760761414E0,-2.348616028E-1,5.723348236E0
7.807040900E1,7.673043823E0,-2.637515259E-1,5.764512634E0
7.809051000E1,7.698041840E0,-2.251318359E-1,5.766458588E0
7.811061200E1,7.676935730E0,-1.966909790E-1,5.722300415E0
7.813071300E1,7.787705383E0,-1.859133911E-1,5.782026215E0
7.815081400E1,7.859256592E0,-2.085163879E-1,5.925877075E0
7.817091500E1,7.949518890E0,-2.142045593E-1,6.031108246E0
7.819101700E1,7.932154999E0,-2.029779053E-1,6.029611359E0
7.821111800E1,8.009693756E0,-1.676513672E-1,6.024072876E0
7.823121900E1,7.985593872E0,-1.951940918E-1,6.026018829E0
7.825132000E1,7.974516907E0,-2.133064270E-1,5.990991669E0
7.827142200E1,7.947722626E0,-2.451901245E-1,6.007457428E0
7.829152300E1,7.923023987E0,-1.965412903E-1,5.975723419E0
7.831162400E1,7.843090210E0,-2.170486450E-1,5.864205322E0
7.833172500E1,7.833809509E0,-2.101629639E-1,5.801785126E0
7.835182700E1,7.857909393E0,-1.926493835E-1,5.767506409E0
7.837192800E1,7.831264801E0,-2.198927307E-1,5.821843414E0
7.839202900E1,7.758067017E0,-2.386038208E-1,5.810317383E0
7.841213100E1,7.831863556E0,-2.287243652E-1,5.847589874E0
7.843223200E1,7.846083984E0,-2.215393066E-1,5.850883026E0
7.845233300E1,7.851772156E0,-2.318678284E-1,5.957760773E0
7.847243400E1,7.914791107E0,-2.255809021E-1,5.914500732E0
7.849253600E1,7.793543243E0,-1.119671631E-1,5.920937347E0
7.851263700E1,7.884553986E0,-1.938468933E-1,6.068979492E0
7.853273800E1,7.947722626E0,-2.248324585E-1,5.893394623E0
7.855283900E1,7.946674805E0,-1.634600830E-1,5.833369446E0
7.857294100E1,7.926317139E0,-1.902543640E-1,6.002517700E0
7.859304200E1,7.957901459E0,-1.975891113E-1,5.967789917E0
7.861314300E1,7.918683014E0,-1.911524963E-1,5.880222015E0
7.863324400E1,7.864645386E0,-2.249821472E-1,5.922434235E0
7.865334600E1,7.792794800E0,-2.707868958E-1,5.843548279E0
7.867344700E1,7.867489471E0,-2.213896179E-1,5.803581390E0
7.869354875E1,7.839497681E0,-2.130070496E-1,5.817801819E0
7.871364975E1,7.845185852E0,-2.116598511E-1,5.845045166E0
7.873375175E1,7.844287720E0,-2.203417969E-1,5.843248901E0
7.875385275E1,7.873477020E0,-2.002835083E-1,5.836961975E0
7.877395375E1,7.889194336E0,-2.351609802E-1,5.901627502E0
7.879405475E1,7.875722351E0,-1.930984497E-1,5.899980927E0
7.881415675E1,7.893086243E0,-1.710942078E-1,5.948629761E0
7.883425775E1,7.848628693E0,-1.713935852E-1,5.950426025E0
7.885435875E1,7.848628693E0,-1.874102783E-1,5.930966492E0
7.887445975E1,7.914342041E0,-1.995350647E-1,5.952970734E0
7.889456175E1,7.903265076E0,-2.007325745E-1,5.904022522E0
7.891466275E1,7.912096710E0,-1.815724182E-1,5.912554779E0
7.893476375E1,7.888296204E0,-1.459465027E-1,5.882916412E0
7.895486475E1,7.888296204E0,-2.022294617E-1,5.896687775E0
7.897496675E1,7.885003052E0,-2.186952209E-1,5.918841705E0
7.899506775E1,7.809709625E0,-2.466870117E-1,5.884862366E0
7.901516875E1,7.835456085E0,-2.519261169E-1,5.883964233E0
7.903526975E1,7.878117371E0,-2.264790344E-1,5.948480072E0
7.905537175E1,7.927514648E0,-2.387535095E-1,5.868246918E0
7.907547275E1,7.821085968E0,-1.124162292E-1,5.832770691E0
7.909557375E1,7.858807526E0,-1.841171265E-1,6.023025055E0
7.911567575E1,7.905959473E0,-2.507286072E-1,5.877527618E0
7.913577675E1,7.882308655E0,-1.275347900E-1,5.840255127E0
7.915587775E1,7.855214996E0,-1.983375549E-1,6.013295288E0
7.917597875E1,7.899522858E0,-1.907034302E-1,5.933361511E0
7.919608075E1,7.890092468E0,-1.707948303E-1,5.888155518E0
7.921618175E1,7.856113129E0,-1.998344421E-1,5.975873108E0
7.923628275E1,7.854765930E0,-2.121089172E-1,5.885910187E0
7.925638375E1,7.857610016E0,-1.739382935E-1,5.861361237E0
7.927648575E1,7.862998810E0,-1.901046753E-1,5.866300964E0
7.929658675E1,7.823480988E0,-1.975891113E-1,5.915548553E0
7.931668775E1,7.844437408E0,-2.468367004E-1,5.930667114E0
7.933678875E1,7.887697449E0,-2.516267395E-1,5.880970459E0
7.935689075E1,7.911947021E0,-1.812730408E-1,5.875431976E0
7.937699175E1,7.882308655E0,-1.719923401E-1,5.873036957E0
7.939709275E1,7.874075775E0,-1.990859985E-1,5.942492523E0
7.941719375E1,7.877518616E0,-1.916015625E-1,5.980663147E0
7.943729575E1,7.866591339E0,-1.893562317E-1,5.944588165E0
7.945739675E1,7.851772156E0,-1.793270874E-1,5.859415283E0
7.947749775E1,7.837851105E0,-1.872605896E-1,5.852679291E0
7.949759875E1,7.873327332E0,-1.817221069E-1,5.842650146E0
7.951770075E1,7.862849121E0,-1.830693054E-1,5.938600616E0
7.953780175E1,7.900570679E0,-1.839674377E-1,5.848188629E0
7.955790275E1,7.883506165E0,-2.044747925E-1,5.942193146E0
7.957800375E1,7.940537567E0,-2.260299683E-1,5.975424042E0
7.959810575E1,7.907007294E0,-2.221380615E-1,5.876479797E0
7.961820675E1,7.849526825E0,-2.055226135E-1,5.908812561E0
7.963830775E1,7.878117371E0,-2.336640930E-1,5.996380463E0
7.965840875E1,7.761958923E0,-1.547781372E-1,5.821843414E0
7.967851075E1,7.867339783E0,-1.728904724E-1,5.975723419E0
7.969861196E1,7.895481262E0,-2.541714478E-1,5.821843414E0
7.971871296E1,7.855214996E0,-1.565744019E-1,5.852529602E0
7.973881396E1,7.823930054E0,-1.679507446E-1,5.916446686E0
7.975891596E1,7.935597839E0,-1.862127686E-1,5.950575714E0
7.977901696E1,7.925119629E0,-2.086660767E-1,5.944737854E0
7.979911796E1,7.865693207E0,-1.556762695E-1,5.868546295E0
7.981921996E1,7.859406281E0,-2.255809021E-1,5.910908203E0
7.983932096E1,7.860454102E0,-1.978884888E-1,5.876629486E0
7.985942196E1,7.835007019E0,-2.345622253E-1,5.859864349E0
7.987952296E1,7.893235931E0,-1.959425354E-1,5.867049408E0
7.989962496E1,7.906258850E0,-2.206411743E-1,5.923182678E0
7.991972596E1,7.900570679E0,-2.136058044E-1,5.855972443E0
7.993982696E1,7.893385620E0,-1.787283325E-1,5.833219757E0
7.995992796E1,7.893684998E0,-1.866618347E-1,5.913003845E0
7.998002996E1,7.891439667E0,-2.321672058E-1,5.931116180E0
8.000013096E1,7.851772156E0,-1.987866211E-1,5.886359253E0
8.002023196E1,7.857011261E0,-1.776805115E-1,5.862858124E0
8.004033296E1,7.835156708E0,-1.636097717E-1,5.873186646E0
8.006043496E1,7.885302429E0,-1.872605896E-1,5.917195129E0
8.008053596E1,7.874973907E0,-1.880090332E-1,5.869893494E0
8.010063696E1,7.898624725E0,-1.698966980E-1,5.888005829E0
8.012073796E1,7.862400055E0,-1.971400452E-1,5.844296722E0
8.014083996E1,7.903564453E0,-2.061213684E-1,5.898334351E0
8.016094096E1,7.908953247E0,-2.260299683E-1,5.934259644E0
8.018104196E1,7.904911652E0,-2.074685669E-1,5.906716919E0
8.020114296E1,7.884404297E0,-2.305206299E-1,5.823489990E0
8.022124496E1,7.946375427E0,-2.206411743E-1,6.027515717E0
8.024134596E1,7.942633209E0,-2.713856506E-1,5.673801270E0
8.026144696E1,7.851921844E0,-1.080752563E-1,5.808670807E0
8.028154796E1,7.866291962E0,-2.594105530E-1,6.032305756E0
8.030164996E1,7.899971924E0,-2.499801636E-1,5.828130341E0
8.032175096E1,7.827821960E0,-8.921447754E-2,5.861959991E0
8.034185196E1,7.863747253E0,-1.950444031E-1,5.942492523E0
8.036195396E1,7.924969940E0,-2.041754150E-1,5.923032990E0
8.038205496E1,7.902816010E0,-1.971400452E-1,5.901328125E0
8.040215596E1,7.819140015E0,-1.908531189E-1,5.893694000E0
8.042225696E1,7.866591339E0,-2.206411743E-1,5.857619019E0
8.044235896E1,7.862100677E0,-2.068698120E-1,5.867049408E0
8.046245996E1,7.865543518E0,-2.002835083E-1,5.852828979E0
8.048256096E1,7.902965698E0,-2.194436646E-1,5.892346802E0
8.050266196E1,7.919880524E0,-1.945953369E-1,5.875431976E0
8.052276396E1,7.885601807E0,-2.152523804E-1,5.895190887E0
8.054286496E1,7.912545776E0,-2.038760376E-1,5.887407074E0
8.056296596E1,7.919880524E0,-2.173480225E-1,5.896388397E0
8.058306696E1,7.867190094E0,-1.941462708E-1,5.870941315E0
8.060316896E1,7.873327332E0,-1.963916016E-1,5.909860382E0
8.062326996E1,7.871231689E0,-2.047741699E-1,5.940247192E0
8.064337096E1,7.880961456E0,-1.975891113E-1,5.873486023E0
8.066347196E1,7.828570404E0,-1.808239746E-1,5.817951508E0
8.068357396E1,7.861352234E0,-1.790277100E-1,5.811514893E0
8.070367446E1,7.865393829E0,-2.005828857E-1,5.864804077E0
8.072377546E1,7.889493713E0,-1.881587219E-1,5.873785400E0
8.074387646E1,7.920479279E0,-2.177970886E-1,5.963448944E0
8.076397846E1,7.925718384E0,-1.902543640E-1,5.885610809E0
8.078407946E1,7.955356750E0,-2.064207458E-1,5.908662872E0
8.080418046E1,7.896080017E0,-2.345622253E-1,5.852080536E0
8.082428146E1,7.900570679E0,-2.034269714E-1,5.959407349E0
8.084438346E1,7.926466827E0,-2.380050659E-1,5.661526794E0
8.086448446E1,7.861352234E0,-9.744735718E-2,5.848637695E0
8.088458546E1,7.878865814E0,-2.716850281E-1,5.922883301E0
8.090468746E1,7.933352509E0,-2.219883728E-1,5.795348511E0
8.092478846E1,7.887098694E0,-1.532812500E-1,5.826034698E0
8.094488946E1,7.883805542E0,-1.597178650E-1,5.909411316E0
8.096499046E1,7.937693481E0,-2.100132751E-1,5.966143341E0
8.098509246E1,7.917784882E0,-1.779798889E-1,5.888305206E0
8.100519346E1,7.851472778E0,-2.046244812E-1,5.876180420E0
8.102529446E1,7.892337799E0,-2.198927307E-1,5.872138824E0
8.104539546E1,7.847431183E0,-1.823208618E-1,5.802234192E0
8.106549746E1,7.878566437E0,-1.746867371E-1,5.823190613E0
8.108559846E1,7.909552002E0,-2.014810181E-1,5.902974701E0
8.110569946E1,7.910599823E0,-2.032772827E-1,5.832471313E0
8.112580046E1,7.907905426E0,-2.213896179E-1,5.882766724E0
8.114590246E1,7.899822235E0,-2.240840149E-1,5.896388397E0
8.116600346E1,7.889044647E0,-2.106120300E-1,5.942342834E0
8.118610446E1,7.871830444E0,-1.603166199E-1,5.880072327E0
8.120620546E1,7.941286011E0,-1.743873596E-1,5.910908203E0
8.122630746E1,7.918533325E0,-2.016307068E-1,5.847140808E0
8.124640846E1,7.912246399E0,-1.818717957E-1,5.822142792E0
8.126650946E1,7.862699432E0,-1.698966980E-1,5.842949524E0
8.128661046E1,7.859256592E0,-1.496887207E-1,5.833668823E0
8.130671246E1,7.898624725E0,-2.186952209E-1,5.865103455E0
8.132681346E1,7.882158966E0,-1.995350647E-1,5.890400848E0
8.134691446E1,7.875872040E0,-1.660047913E-1,5.834566956E0
8.136701546E1,7.915240173E0,-2.192939758E-1,5.866600342E0
8.138711746E1,7.904911652E0,-1.785786438E-1,5.946234741E0
8.140721846E1,7.920329590E0,-1.947450256E-1,5.858517151E0
8.142731946E1,7.878267059E0,-1.960922241E-1,5.903423767E0
8.144742046E1,7.975714417E0,-1.993853760E-1,5.883066101E0
8.146752246E1,7.826175385E0,-1.320254517E-1,5.841602325E0
8.148762346E1,7.919730835E0,-2.002835083E-1,6.041736145E0
8.150772446E1,7.971074066E0,-2.502795410E-1,5.821993103E0
8.152782646E1,7.861651611E0,-1.305285645E-1,5.763464813E0
8.154792746E1,7.860304413E0,-1.389111328E-1,5.870791626E0
8.156802846E1,7.978558502E0,-2.127076721E-1,5.938450928E0
8.158812946E1,7.907007294E0,-1.878593445E-1,5.823939056E0
8.160823146E1,7.889344025E0,-1.850152588E-1,5.826034698E0
8.162833246E1,7.881410522E0,-1.920506287E-1,5.869145050E0
8.164843346E1,7.863896942E0,-1.682501221E-1,5.824537811E0
8.166853446E1,7.878716125E0,-1.895059204E-1,5.817502441E0
8.168863646E1,7.883805542E0,-2.059716797E-1,5.898783417E0
8.170873708E1,7.889793091E0,-1.824705505E-1,5.921386414E0
8.172883808E1,7.920030212E0,-1.814227295E-1,5.826783142E0
8.174893908E1,7.867339783E0,-1.489402771E-1,5.846092987E0
8.176904108E1,7.882907410E0,-2.002835083E-1,5.873336334E0
8.178914208E1,7.893535309E0,-1.773811340E-1,5.880820770E0
8.180924308E1,7.818690948E0,-2.374063110E-1,5.790259094E0
8.182934408E1,7.653284912E0,-2.689906311E-1,5.341043243E0
8.184944608E1,7.740703125E0,-4.016148376E-1,4.860392761E0
8.186954708E1,8.275091858E0,-1.049317932E-1,4.918621674E0
8.188964808E1,7.792345734E0,-3.906875610E-2,5.560037842E0
8.190974908E1,7.093748474E0,-2.125579834E-1,6.150260468E0
8.192985108E1,7.439828796E0,-3.586541748E-1,6.541846161E0
8.194995208E1,7.626340942E0,-2.634521484E-2,6.863377533E0
8.197005308E1,7.605683899E0,4.972659302E-1,6.787784729E0
8.199015408E1,7.372019806E0,3.480262756E-1,7.019652557E0
8.201025608E1,6.942562866E0,-3.505709839E-1,7.427554321E0
8.203035708E1,6.928492126E0,-1.004111938E0,7.909701691E0
8.205045808E1,7.231611786E0,-3.638932800E-1,7.965834961E0
8.207056008E1,6.772965546E0,-1.516346741E-1,7.511080627E0
8.209066108E1,6.448590088E0,-2.824626160E-1,6.590045929E0
8.211076208E1,7.041656799E0,-1.040635986E0,6.040688324E0
8.213086308E1,7.152576141E0,-3.336561584E-1,6.469396820E0
8.215096508E1,7.392826538E0,-5.438191223E-1,6.733447723E0
8.217106608E1,9.573641510E0,-6.752458191E-1,7.352560272E0
8.219116708E1,1.012135254E1,-4.730163574E-1,7.295977936E0
8.221126808E1,9.175768890E0,5.406756592E-1,5.906118164E0
8.223137008E1,7.077133026E0,2.369273071E0,5.188360748E0
8.225147108E1,5.570665741E0,3.202440491E0,6.105353851E0
8.227157208E1,5.959557037E0,3.437152405E0,7.267387390E0
8.229167308E1,6.177952881E0,3.903133392E0,9.139244843E0
8.231177508E1,6.330635376E0,4.492607574E0,8.560548248E0
8.233187608E1,5.908213806E0,3.784430237E0,7.267237701E0
8.235197708E1,5.698050842E0,3.982468414E0,6.576124878E0
8.237207808E1,6.326743469E0,4.185596008E0,5.412893829E0
8.239218008E1,7.398514709E0,3.778592377E0,4.455335083E0
8.241228108E1,7.752827911E0,3.513343964E0,5.545817413E0
8.243238208E1,7.163952484E0,3.255729675E0,6.740932159E0
8.245248308E1,5.954916687E0,3.197650452E0,7.070097656E0
8.247258508E1,5.257966003E0,3.597469025E0,7.608677673E0
8.249268608E1,5.249433746E0,3.821702728E0,7.344327393E0
8.251278708E1,5.550308075E0,4.376598816E0,6.499035187E0
8.253288808E1,5.327271881E0,4.490811310E0,6.428831177E0
8.255299008E1,5.121599579E0,4.243375854E0,6.751110992E0
8.257309108E1,4.909790039E0,4.272714844E0,6.873256989E0
8.259319208E1,4.723277893E0,3.873045959E0,6.733896790E0
8.261329408E1,4.864434357E0,3.623963928E0,7.812553711E0
8.263339508E1,5.720653839E0,3.138972473E0,8.045918427E0
8.265349608E1,5.064568176E0,2.120041351E0,7.715705109E0
8.267359708E1,6.280489655E0,3.162922668E0,6.064788208E0
8.269369908E1,6.035449219E0,2.878963165E0,4.764741669E0
8.271380071E1,6.062093811E0,3.309767303E0,4.358187103E0
8.273390171E1,6.827152863E0,3.435505829E0,4.878056030E0
8.275400271E1,8.114924927E0,3.112926636E0,6.983128510E0
8.277410471E1,6.524631958E0,3.134481812E0,8.938512268E0
8.279420571E1,6.797065430E0,1.295855255E0,9.859097900E0
8.281430671E1,6.757697296E0,1.347048798E0,6.922205200E0
8.283440771E1,6.628366241E0,1.797761536E0,5.133574677E0
8.285450971E1,6.951394501E0,1.548080750E0,6.232439575E0
8.287461071E1,8.061336365E0,1.658251648E0,8.017477570E0
8.289471171E1,8.602012024E0,1.107397156E0,9.847272491E0
8.291481271E1,9.090745697E0,-2.350112915E-1,1.115405502E1
8.293491471E1,9.423054657E0,-1.519639893E0,1.211221252E1
8.295501571E1,9.633516998E0,-1.682950287E0,1.168185745E1
8.297511671E1,9.923913116E0,-2.045047302E0,1.127784760E1
8.299521871E1,9.587861938E0,-2.276615753E0,1.140702896E1
8.301531971E1,8.284073181E0,-1.883832550E0,1.189800797E1
8.303542071E1,5.890700226E0,-9.659413147E-1,1.273042694E1
8.305552171E1,3.973786469E0,1.981878662E-1,1.197928894E1
8.307562271E1,3.173999634E0,1.707948303E0,1.059721298E1
8.309572471E1,2.767445068E0,2.451452179E0,8.849148102E0
8.311582571E1,1.655407562E0,3.044518890E0,9.867630157E0
8.313592671E1,6.656657410E-1,4.047133942E0,1.146750320E1
8.315602871E1,-3.463796997E-1,3.749852142E0,9.531129913E0
8.317612971E1,7.342231750E-1,3.942501526E0,5.807772675E0
8.319623071E1,2.597099304E-1,3.085234222E0,7.700885925E0
8.321633171E1,-2.176773376E0,1.952539673E0,9.586814117E0
8.323643371E1,-4.847070465E0,1.209933929E0,9.222022705E0
8.325653471E1,-7.038213959E0,7.436535645E-1,6.397845612E0
8.327663571E1,-8.502019958E0,1.872605896E-1,5.831573181E0
8.329673671E1,-9.654323730E0,-5.604345703E-1,7.216493225E0
8.331683871E1,-1.024484573E1,-1.304686890E0,7.802973633E0
8.333693971E1,-9.487570496E0,-1.412762146E0,7.686815186E0
8.335704071E1,-8.462352448E0,-1.309626617E0,8.419990540E0
8.337714171E1,-8.176746368E0,-1.204245758E0,1.112666199E1
8.339724371E1,-8.500074005E0,-6.511459351E-1,1.297816177E1
8.341734471E1,-8.502319336E0,-4.861889648E-1,1.323383011E1
8.343744571E1,-7.390880585E0,3.242257690E-1,1.311153442E1
8.345754671E1,-6.651268616E0,1.317859497E0,1.304237823E1
8.347764871E1,-6.762637024E0,1.726210327E0,1.278087204E1
8.349774971E1,-6.254443817E0,2.498903503E0,1.209664490E1
8.351785071E1,-5.234464874E0,2.784210205E0,1.141750717E1
8.353795171E1,-5.473218384E0,3.061134338E0,1.119716537E1
8.355805371E1,-5.874683533E0,2.730471954E0,9.383536835E0
8.357815471E1,-4.210743713E0,2.631228333E0,8.549920349E0
8.359825571E1,-2.414928131E0,2.390678558E0,9.112600250E0
8.361835671E1,-2.633174286E0,2.618055725E0,9.356443176E0
8.363845871E1,-4.485422516E0,3.125500488E0,7.994874573E0
8.365855971E1,-4.484674072E0,3.470982056E0,6.385122070E0
8.367866071E1,-2.704126740E0,3.237018585E0,5.244194641E0
8.369876212E1,-3.754791870E0,4.602179718E0,4.800816650E0
8.371886413E1,-4.899012451E0,5.108127594E0,4.612957306E0
8.373896512E1,-3.698808289E0,5.248236237E0,5.442232819E0
8.375906613E1,-1.644180908E0,4.707560577E0,5.484445038E0
8.377916713E1,-6.245013428E-1,3.644620972E0,6.926396484E0
8.379926913E1,-1.429078217E0,3.905678101E0,7.932903442E0
8.381937013E1,-1.529369659E0,3.033890991E0,7.291786652E0
8.383947112E1,5.584886169E-1,3.686084747E0,4.739593964E0
8.385957313E1,-1.191222839E0,5.045707397E0,5.380112000E0
8.387967412E1,-3.705544281E0,5.314099274E0,4.709207153E0
8.389977513E1,-3.558100891E0,6.812932434E0,2.605481873E0
8.391987613E1,-3.158432007E0,5.021308136E0,4.017794952E0
8.393997813E1,-1.608405304E0,5.552703094E0,4.880001984E0
8.396007913E1,-2.407144318E0,4.288282471E0,6.643335114E0
8.398018012E1,-9.641450500E-1,3.106789398E0,7.793842621E0
8.400028113E1,-1.540296936E-1,2.880609741E0,5.623356171E0
8.402038312E1,5.664221191E-1,4.017345886E0,5.078040161E0
8.404048413E1,1.428778839E0,4.641098785E0,5.784570923E0
8.406058513E1,2.957998810E0,3.834875336E0,6.678961029E0
8.408068613E1,1.939367065E0,5.809868317E0,7.607929230E0
8.410078813E1,4.382885742E0,5.994883575E0,7.235204315E0
8.412088912E1,5.560636597E0,6.714137878E0,7.416028290E0
8.414099013E1,5.114264832E0,6.259533234E0,8.161478119E0
8.416109112E1,4.273163910E0,5.098248138E0,8.651558990E0
8.418119313E1,4.493805084E0,4.919819183E0,9.115144958E0
8.420129412E1,4.966222687E0,4.935237122E0,8.872349854E0
8.422139513E1,5.024002533E0,5.160219269E0,8.212971039E0
8.424149613E1,5.004842377E0,5.139113159E0,7.341333618E0
8.426159813E1,4.836891632E0,5.030588837E0,7.059170380E0
8.428169913E1,4.756957855E0,4.837191010E0,6.854845276E0
8.430180012E1,4.278103638E0,4.985682220E0,6.819069672E0
8.432190213E1,3.993844757E0,4.502936096E0,6.935826874E0
8.434200312E1,4.059408417E0,4.248914337E0,6.889722748E0
8.436210413E1,3.658841400E0,4.094435577E0,6.214925995E0
8.438220513E1,2.762056274E0,3.571123810E0,4.733905792E0
8.440230713E1,2.608026581E0,3.912863159E0,3.884571991E0
8.442240813E1,3.893703003E0,4.340823212E0,3.855382690E0
8.444250912E1,4.639152832E0,4.687202911E0,3.616629181E0
8.446261013E1,4.590204620E0,4.559518433E0,2.909200287E0
8.448271212E1,5.002746735E0,4.612059174E0,3.227438507E0
8.450281313E1,5.657036133E0,5.706134033E0,3.185825043E0
8.452291413E1,6.243666229E0,6.799909515E0,3.351380768E0
8.454301513E1,7.988737335E0,6.854845276E0,3.497626648E0
8.456311713E1,9.899364166E0,6.418951721E0,3.871998138E0
8.458321812E1,1.025367737E1,5.987249451E0,4.486170959E0
8.460331913E1,9.443412323E0,5.541626129E0,4.630919952E0
8.462342012E1,9.946815491E0,5.764812012E0,3.768862610E0
8.464352213E1,1.046428940E1,6.169420624E0,3.091820526E0
8.466362313E1,1.028690826E1,5.967041473E0,2.829865265E0
8.468372413E1,9.435029755E0,5.041516113E0,2.725681915E0
8.470382425E1,7.807464294E0,3.998485107E0,2.365231476E0
8.472392625E1,6.644233246E0,3.305126953E0,1.749861145E0
8.474402725E1,6.349945221E0,3.459905090E0,1.720073090E0
8.476412825E1,7.575147400E0,3.676953735E0,2.654130707E0
8.478423025E1,8.814120941E0,3.769012299E0,3.634891205E0
8.480433125E1,8.857830048E0,3.300636292E0,3.942950592E0
8.482443225E1,9.042096863E0,2.866838379E0,3.775448914E0
8.484453325E1,9.492659912E0,3.182082825E0,3.988455963E0
8.486463525E1,1.022254211E1,3.031495972E0,4.082610168E0
8.488473625E1,1.061622345E1,2.459385681E0,4.496798859E0
8.490483725E1,1.020637573E1,2.220183105E0,4.927303619E0
8.492493825E1,1.034753220E1,2.649789734E0,4.408781891E0
8.494504025E1,1.033914963E1,2.903063049E0,3.129093018E0
8.496514125E1,9.979297943E0,2.957100677E0,2.198029175E0
8.498524225E1,9.261091461E0,2.778671722E0,1.960323486E0
8.500534325E1,8.513845367E0,2.618355103E0,2.371069336E0
8.502544525E1,8.363108826E0,2.481090546E0,2.497406616E0
8.504554625E1,8.462053070E0,2.173929291E0,2.544259186E0
8.506564725E1,8.442144470E0,2.220033417E0,2.417472839E0
8.508574925E1,8.311615906E0,2.133962402E0,2.199975128E0
8.510585025E1,8.537645874E0,1.817819824E0,2.316882019E0
8.512595125E1,8.611891479E0,1.232087860E0,2.637066193E0
8.514605225E1,8.199499054E0,9.605525208E-1,2.499651947E0
8.516615425E1,7.935747528E0,8.499325562E-1,2.486030273E0
8.518625525E1,8.545279999E0,1.799108734E0,2.423011322E0
8.520635625E1,8.560847626E0,1.923649750E0,2.042203217E0
8.522645725E1,8.237819366E0,2.269730072E0,1.810335388E0
8.524655925E1,8.109835510E0,2.477797394E0,2.271676025E0
8.526666025E1,7.655530243E0,2.462978210E0,1.676363983E0
8.528676125E1,7.744445343E0,4.367168427E0,2.154619446E0
8.530686225E1,7.053033142E0,4.321962433E0,2.185455322E0
8.532696425E1,6.148164825E0,2.294428711E0,3.887715454E0
8.534706525E1,6.753056946E0,3.070115662E0,6.925049286E0
8.536716625E1,9.047785034E0,4.351451111E0,5.905220032E0
8.538726725E1,1.134670441E1,4.233646088E0,1.929786987E0
8.540736925E1,9.851912842E0,3.009940796E0,-1.878144379E0
8.542747025E1,6.987619171E0,1.622625732E0,-1.151405640E0
8.544757125E1,5.137616272E0,2.589465179E0,1.256187744E0
8.546767325E1,5.780828705E0,4.668791199E0,1.425036621E-1
8.548777425E1,8.097111969E0,3.547323303E0,-2.230811005E0
8.550787525E1,9.427245941E0,3.427871704E0,-1.633103943E0
8.552797625E1,8.193361816E0,2.769690399E0,1.789678345E0
8.554807825E1,5.767057343E0,2.580783234E0,2.282752991E0
8.556817925E1,5.838309174E0,2.389780426E0,-1.063837738E0
8.558828025E1,6.839127960E0,2.519560547E0,-3.536545715E0
8.560838125E1,6.547384644E0,2.904410248E0,-3.849694519E0
8.562848325E1,4.357588348E0,1.992506561E0,-4.147425385E0
8.564858425E1,2.986589355E0,1.097517700E0,-4.506378937E0
8.566868525E1,2.143093414E0,1.228794708E0,-4.811893616E0
8.568878625E1,1.883832550E0,9.087602234E-1,-3.232976990E0
8.570888946E1,1.961970062E0,-1.199455719E0,-4.875361633E-1
8.572899046E1,6.691085815E-2,-2.941233673E0,2.868335266E0
8.574909146E1,-1.032702484E0,-4.868925018E0,2.675985260E0
8.576919246E1,5.975573730E-1,-9.686955872E0,-5.182223511E0
8.583954746E1,-2.578388214E0,-1.361718292E0,-2.899201080E1
8.585964846E1,-5.962251434E0,-1.209335175E0,-1.058269318E1
8.587974946E1,-2.934946747E0,-3.012186127E0,-5.029541016E-1
8.589985146E1,-5.137316895E-1,-5.560636597E0,-9.731114044E0
