"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.038060996E1,-1.381626892E0,9.731413422E0,7.590715027E-1
4.040071096E1,-1.565294952E0,8.991053009E0,7.271878052E-1
4.042081196E1,-1.632505188E0,8.394393768E0,-2.016307068E-1
4.044091396E1,-1.866768036E0,7.806865540E0,-8.795709229E-1
4.046101496E1,-2.237097931E0,7.379204865E0,-4.849914551E-1
4.048111596E1,-2.024839325E0,7.778724060E0,-6.882687378E-1
4.050121696E1,-1.305884399E0,8.264164581E0,-1.826801147E0
4.052131796E1,-1.399290161E0,8.544681244E0,-1.590592346E0
4.054141896E1,-1.674717407E0,9.123976593E0,-1.262324982E0
4.056152096E1,-2.206112366E0,9.709409180E0,-2.698887634E0
4.058162196E1,-2.886896667E0,9.319320374E0,-2.585124207E0
4.060172296E1,-3.657344513E0,8.896749115E0,-2.257006531E0
4.062182396E1,-3.425177307E0,8.848399658E0,-2.257305908E0
4.064192496E1,-2.956352234E0,7.685467987E0,-1.173260193E0
4.066202550E1,-3.951632538E0,7.106172638E0,-1.141376495E0
4.068212750E1,-3.160527649E0,7.786807251E0,-2.664459229E-1
4.070222850E1,-1.808389435E0,8.401279449E0,-8.042774963E-1
4.072232950E1,-2.433489532E0,7.825277252E0,-2.330204315E0
4.074243050E1,-2.009271698E0,8.209228821E0,-6.298601990E0
4.076253150E1,4.490661621E-2,8.107290802E0,-8.246800690E0
4.078263250E1,2.922522583E0,8.253686371E0,-7.885003052E0
4.080273450E1,3.236270142E0,7.094197540E0,-6.658154297E0
4.082283550E1,1.313967590E0,4.793631592E0,-5.996230774E0
4.084293650E1,8.173004150E-2,1.660496979E0,-4.007915497E0
4.086303750E1,-1.257684631E0,-1.082249451E0,-8.595126343E-1
4.088313850E1,-3.895499268E0,-2.252515869E0,-3.219804382E-1
4.090323950E1,-8.979976044E0,-5.041516113E0,5.938750305E0
4.092334150E1,-1.462758179E0,-4.883444824E0,1.720222778E0
4.094344250E1,9.632918243E0,-3.080593872E0,-1.045381119E1
4.096354350E1,6.731801147E0,-1.602118378E0,-2.410961380E1
4.098364450E1,-3.915856934E-1,2.749482422E0,-1.144325363E1
4.108415050E1,1.040201889E1,-6.677763519E0,-2.141776154E1
4.110425150E1,1.080198715E1,-6.333928528E0,-1.431278641E1
4.112435250E1,9.092541962E0,-6.331084442E0,-1.070708450E1
4.114445450E1,6.280489655E0,-1.867067413E0,-9.042096863E0
4.116455550E1,3.926784210E0,-1.571731567E-1,-7.520361328E0
4.118465650E1,2.888543243E0,-2.282752991E-1,-5.161566467E0
4.120475750E1,4.303999786E0,-1.827100525E0,-4.212390289E0
4.122485850E1,3.942501526E0,-1.817071381E0,-3.596570892E0
4.124495950E1,2.605182495E0,-2.105371857E0,-3.302582245E0
4.126506150E1,2.504441986E0,-2.373015289E0,-3.733087006E0
4.128516250E1,2.973566437E0,-1.629062347E0,-4.212240601E0
4.130526350E1,2.685415649E0,-1.385967865E0,-4.355193329E0
4.132536450E1,1.798959045E0,-6.632707214E-1,-4.640350342E0
4.134546550E1,1.259480896E0,-8.087681580E-1,-4.572840729E0
4.136556750E1,2.022893372E0,-4.164340210E-1,-4.747527466E0
4.138566850E1,2.774929504E0,-4.361929321E-1,-6.174809418E0
4.140576950E1,3.128045197E0,-6.068380737E-1,-7.284002838E0
4.142587050E1,3.041674805E0,-1.048569489E0,-8.193511505E0
4.144597150E1,3.370989990E0,-1.825603638E0,-1.037462585E1
4.146607250E1,3.365301819E0,-2.127974854E0,-1.244167740E1
4.148617450E1,4.064647522E0,-1.259181519E0,-1.368753662E1
4.150627550E1,5.408253479E0,-8.921447754E-2,-1.478146179E1
4.152637650E1,6.261479187E0,3.061134338E-1,-1.487277191E1
4.154647750E1,6.435417480E0,3.026705933E-1,-1.414902695E1
4.156657850E1,5.702242126E0,3.480262756E-1,-1.298519714E1
4.158667950E1,4.765041046E0,6.734495544E-1,-1.149639313E1
4.160678150E1,3.694766693E0,9.931846619E-1,-9.739945679E0
4.162688250E1,3.151396637E0,4.912783813E-1,-8.408614197E0
4.164698350E1,2.843337250E0,-4.266128540E-1,-7.843539276E0
4.166708421E1,3.040327606E0,-8.713380432E-1,-7.148833923E0
4.168718521E1,2.936293945E0,-1.264270935E0,-6.945257263E0
4.170728621E1,2.530038757E0,-1.238075409E0,-6.811136169E0
4.172738821E1,2.307301941E0,-1.046773224E0,-6.842421112E0
4.174748921E1,2.218536530E0,-8.454418945E-1,-7.237599335E0
4.176759021E1,2.292782135E0,-6.035449219E-1,-7.716303864E0
4.178769121E1,2.142644348E0,-3.876937866E-1,-8.147407379E0
4.180779221E1,2.163750458E0,-3.995191956E-1,-8.410410461E0
4.182789421E1,2.283052368E0,-6.418652344E-1,-8.893905029E0
4.184799521E1,2.796185303E0,-8.663983154E-1,-9.617649994E0
4.186809621E1,3.178639984E0,-9.551637268E-1,-1.037372772E1
4.188819721E1,3.451971588E0,-8.487350464E-1,-1.073807007E1
4.190829821E1,3.649411011E0,-6.459068298E-1,-1.093610825E1
4.192839921E1,3.669169922E0,-5.002597046E-1,-1.085228256E1
4.194850121E1,3.702251129E0,-5.120851135E-1,-1.075393707E1
4.196860221E1,3.686234436E0,-6.828799438E-1,-1.038315811E1
4.198870321E1,3.649860077E0,-8.943901062E-1,-1.014425491E1
4.200880421E1,3.536845093E0,-1.003213806E0,-9.839937744E0
4.202890521E1,3.451672211E0,-1.006806335E0,-9.345366211E0
4.204900621E1,3.235372009E0,-9.530680847E-1,-8.924142151E0
4.206910821E1,2.994822235E0,-9.220825195E-1,-8.677904205E0
4.208920921E1,2.825524292E0,-8.021818542E-1,-8.524772644E0
4.210931021E1,2.716999969E0,-7.042854309E-1,-8.466094666E0
4.212941121E1,2.647095337E0,-6.990463257E-1,-8.491541748E0
4.214951221E1,2.657124481E0,-6.036946106E-1,-8.550519104E0
4.216961421E1,2.649939423E0,-4.778063965E-1,-8.743467865E0
4.218971521E1,2.707569580E0,-3.998185730E-1,-8.955127716E0
4.220981621E1,2.759960632E0,-3.104544067E-1,-9.144034882E0
4.222991721E1,2.927013245E0,-4.047583008E-1,-9.448801117E0
4.225001821E1,3.061882782E0,-5.186714172E-1,-9.668693848E0
4.227011921E1,3.181035004E0,-5.978567505E-1,-9.800270233E0
4.229022121E1,3.219355316E0,-5.833369446E-1,-9.805359650E0
4.231032221E1,3.236868896E0,-5.860313416E-1,-9.892628174E0
4.233042321E1,3.205434265E0,-6.083349609E-1,-9.903256073E0
4.235052421E1,3.138822784E0,-6.105802917E-1,-9.821975098E0
4.237062521E1,3.084186401E0,-6.801855469E-1,-9.681118011E0
4.239072621E1,3.033591614E0,-7.869136047E-1,-9.482181702E0
4.241082821E1,3.017724609E0,-8.319699097E-1,-9.299411774E0
4.243092921E1,2.975512390E0,-8.313711548E-1,-9.106163635E0
4.245103021E1,2.928061066E0,-7.869136047E-1,-8.941206665E0
4.247113121E1,2.898572388E0,-7.188052368E-1,-8.817863159E0
4.249123221E1,2.917582855E0,-6.920109558E-1,-8.854836273E0
4.251133421E1,2.956501923E0,-6.697073364E-1,-8.931925964E0
4.253143521E1,2.991379395E0,-6.382727051E-1,-9.030121765E0
4.255153621E1,3.033591614E0,-6.113287354E-1,-9.194030914E0
4.257163721E1,3.076103210E0,-6.021977234E-1,-9.382638702E0
4.259173821E1,3.095712433E0,-5.716612244E-1,-9.552834778E0
4.261183921E1,3.132984924E0,-5.596861267E-1,-9.627529449E0
4.263194121E1,3.145708466E0,-5.557942200E-1,-9.656569061E0
4.265204221E1,3.158282318E0,-5.580395508E-1,-9.680818634E0
4.267214375E1,3.145858154E0,-6.342311096E-1,-9.646539917E0
4.269224475E1,3.124003601E0,-6.614744568E-1,-9.538614349E0
4.271234575E1,3.083887024E0,-6.695576477E-1,-9.401649170E0
4.273244775E1,3.038381653E0,-6.724017334E-1,-9.276359711E0
4.275254875E1,3.048111420E0,-6.927593994E-1,-9.211694183E0
4.277264975E1,3.002755737E0,-6.827302551E-1,-9.181307373E0
4.279275075E1,2.977907410E0,-6.822811890E-1,-9.097182312E0
4.281285175E1,2.975961456E0,-6.897656250E-1,-9.109456787E0
4.283295275E1,2.982398071E0,-6.683601379E-1,-9.174421692E0
4.285305475E1,3.024460602E0,-6.511459351E-1,-9.244176636E0
4.287315575E1,3.052602081E0,-6.433621216E-1,-9.291627960E0
4.289325675E1,3.064128113E0,-6.361770630E-1,-9.352850647E0
4.291335775E1,3.082090759E0,-6.436614990E-1,-9.371711426E0
4.293345875E1,3.093167725E0,-6.572831726E-1,-9.414073334E0
4.295356075E1,3.104095001E0,-6.494993591E-1,-9.435029755E0
4.297366175E1,3.100203094E0,-6.521937561E-1,-9.445208588E0
4.299376275E1,3.106939087E0,-6.568341064E-1,-9.429191895E0
4.301386375E1,3.101849670E0,-6.497987366E-1,-9.415570221E0
4.303396475E1,3.093018036E0,-6.643185425E-1,-9.386530609E0
4.305406575E1,3.094514923E0,-6.718029785E-1,-9.361083527E0
4.307416775E1,3.065175934E0,-6.554869080E-1,-9.323511658E0
4.309426875E1,3.059038696E0,-6.486012268E-1,-9.289232941E0
4.311436975E1,3.052153015E0,-6.539900208E-1,-9.270222473E0
4.313447075E1,3.053500214E0,-6.450086975E-1,-9.249864807E0
4.315457175E1,3.055745544E0,-6.509962463E-1,-9.239236908E0
4.317467375E1,3.064427490E0,-6.631210327E-1,-9.260193329E0
4.319477475E1,3.071163483E0,-6.388714600E-1,-9.301507416E0
4.321487575E1,3.083138580E0,-6.560856628E-1,-9.321715393E0
4.323497675E1,3.098855896E0,-6.761439514E-1,-9.361382904E0
4.325507775E1,3.096760254E0,-6.743476868E-1,-9.372908936E0
4.327517875E1,3.085683289E0,-7.029382324E-1,-9.381740570E0
4.329528075E1,3.068768463E0,-6.761439514E-1,-9.379195862E0
4.331538175E1,3.058739319E0,-6.542893982E-1,-9.354497223E0
4.333548275E1,3.057541809E0,-6.369255066E-1,-9.304052124E0
4.335558375E1,3.062930603E0,-6.379733276E-1,-9.285939789E0
4.337568475E1,3.067570953E0,-6.497987366E-1,-9.294322357E0
4.339578675E1,3.060685272E0,-6.511459351E-1,-9.275311890E0
4.341588775E1,3.077600098E0,-6.741979980E-1,-9.313332825E0
4.343598875E1,3.097658386E0,-6.704557800E-1,-9.345964966E0
4.345608975E1,3.116219788E0,-6.713539124E-1,-9.338630219E0
4.347619075E1,3.124452667E0,-6.812333679E-1,-9.381141815E0
4.349629275E1,3.127596130E0,-6.730004883E-1,-9.360035706E0
4.351639375E1,3.096909943E0,-6.771917725E-1,-9.346414032E0
4.353649475E1,3.081791382E0,-6.750961304E-1,-9.314979401E0
4.355659575E1,3.067421265E0,-6.518943787E-1,-9.315129089E0
4.357669675E1,3.058140564E0,-6.580316162E-1,-9.304501190E0
4.359679775E1,3.059637451E0,-6.598278809E-1,-9.304201813E0
4.361689975E1,3.070564728E0,-6.556365967E-1,-9.322314148E0
4.363700075E1,3.077300720E0,-6.640191650E-1,-9.314680023E0
4.365710175E1,3.089724884E0,-6.719526672E-1,-9.320068817E0
4.367720238E1,3.073558502E0,-6.727011108E-1,-9.319020996E0
4.369730337E1,3.095562744E0,-6.659651184E-1,-9.321565704E0
4.371740538E1,3.091072083E0,-6.650669861E-1,-9.334588623E0
4.373750638E1,3.089275818E0,-6.692582703E-1,-9.328601074E0
4.375760738E1,3.093616791E0,-6.735992432E-1,-9.322314148E0
4.377770838E1,3.108885040E0,-6.813830566E-1,-9.341324615E0
4.379780937E1,3.079695740E0,-6.685098267E-1,-9.339228973E0
4.381791038E1,3.078647919E0,-6.541397095E-1,-9.310488739E0
4.383801237E1,3.058140564E0,-6.472540283E-1,-9.305848389E0
4.385811338E1,3.075354767E0,-6.348298645E-1,-9.305099945E0
4.387821437E1,3.072360992E0,-6.888674927E-1,-9.329349518E0
4.389831538E1,3.096011810E0,-6.819818115E-1,-9.347012787E0
4.391841638E1,3.087180176E0,-6.496490479E-1,-9.377698975E0
4.393851838E1,3.078498230E0,-6.469546509E-1,-9.351204071E0
4.395861938E1,3.077600098E0,-6.369255066E-1,-9.247918854E0
4.397872037E1,3.079246674E0,-6.569837952E-1,-9.305998077E0
4.399882138E1,3.077749786E0,-6.827302551E-1,-9.289682007E0
4.401892237E1,3.077600098E0,-6.923103333E-1,-9.325906677E0
4.403902438E1,3.079695740E0,-6.988966370E-1,-9.347012787E0
4.405912538E1,3.091820526E0,-6.735992432E-1,-9.345665588E0
4.407922638E1,3.089724884E0,-6.641688538E-1,-9.340276794E0
4.409932738E1,3.097658386E0,-6.508465576E-1,-9.336384888E0
4.411942838E1,3.077749786E0,-6.649172974E-1,-9.318721619E0
4.413952938E1,3.080743561E0,-6.655160522E-1,-9.324858856E0
4.415963137E1,3.076701965E0,-6.553372192E-1,-9.340576172E0
4.417973238E1,3.071462860E0,-6.282435608E-1,-9.317374420E0
4.419983337E1,3.072360992E0,-6.370751953E-1,-9.324260101E0
4.421993438E1,3.087928619E0,-6.553372192E-1,-9.305549011E0
4.424003537E1,3.066373444E0,-6.577322388E-1,-9.268126831E0
4.426013738E1,3.090473328E0,-6.509962463E-1,-9.331145782E0
4.428023838E1,3.096311188E0,-6.472540283E-1,-9.350455627E0
4.430033938E1,3.102298737E0,-6.770420837E-1,-9.340875549E0
4.432044038E1,3.103496246E0,-6.765930176E-1,-9.382039948E0
4.434054137E1,3.095562744E0,-6.734495544E-1,-9.359137573E0
4.436064338E1,3.090024261E0,-6.822811890E-1,-9.300758972E0
4.438074437E1,3.093317413E0,-6.839277649E-1,-9.294472046E0
4.440084538E1,3.074456635E0,-6.628216553E-1,-9.281748505E0
4.442094638E1,3.078797607E0,-6.465055847E-1,-9.291478271E0
4.444104738E1,3.073708191E0,-6.542893982E-1,-9.289232941E0
4.446114838E1,3.082090759E0,-6.393205261E-1,-9.313781891E0
4.448125037E1,3.075205078E0,-6.721023560E-1,-9.340276794E0
4.450135138E1,3.086731110E0,-6.791377258E-1,-9.362879791E0
4.452145237E1,3.116219788E0,-6.399192810E-1,-9.367669830E0
4.454155338E1,3.087928619E0,-6.192622375E-1,-9.334139557E0
4.456165437E1,3.067870331E0,-6.105802917E-1,-9.210047607E0
4.458175638E1,3.074306946E0,-6.580316162E-1,-9.296417999E0
4.460185738E1,3.075654144E0,-7.069798279E-1,-9.313332825E0
4.462195838E1,3.087030487E0,-7.062313843E-1,-9.299112396E0
4.464205938E1,3.073708191E0,-6.897656250E-1,-9.275910645E0
4.466215996E1,3.093018036E0,-6.770420837E-1,-9.328601074E0
4.468226196E1,3.090922394E0,-6.674620056E-1,-9.346114655E0
4.470236296E1,3.095413055E0,-6.605763245E-1,-9.357940063E0
4.472246396E1,3.079845428E0,-6.611750793E-1,-9.341923370E0
4.474256496E1,3.084186401E0,-6.879693604E-1,-9.338480530E0
4.476266596E1,3.089575195E0,-6.659651184E-1,-9.357041931E0
4.478276696E1,3.092419281E0,-6.616241455E-1,-9.361083527E0
4.480286896E1,3.096610565E0,-6.563850403E-1,-9.344468079E0
4.482296996E1,3.107537842E0,-6.544390869E-1,-9.330397339E0
4.484307096E1,3.111878815E0,-6.695576477E-1,-9.314230957E0
4.486317196E1,3.117117920E0,-7.105723572E-1,-9.341474304E0
4.488327296E1,3.080444183E0,-6.945556641E-1,-9.316775665E0
4.490337496E1,3.069367218E0,-6.279441833E-1,-9.338181152E0
4.492347596E1,3.100951538E0,-5.897735596E-1,-9.338480530E0
4.494357696E1,3.112477570E0,-6.325845337E-1,-9.380243683E0
4.496367796E1,3.099005585E0,-6.884184265E-1,-9.357490997E0
4.498377896E1,3.088078308E0,-7.143145752E-1,-9.339977417E0
4.500387996E1,3.070265350E0,-6.670129395E-1,-9.316176910E0
4.502398196E1,3.058439941E0,-6.497987366E-1,-9.303902435E0
4.504408296E1,3.033591614E0,-6.426136780E-1,-9.300459595E0
4.506418396E1,3.050057373E0,-6.731501770E-1,-9.233698425E0
4.508428496E1,3.047063599E0,-6.971003723E-1,-9.214837646E0
4.510438596E1,3.070265350E0,-6.782395935E-1,-9.255103912E0
4.512448796E1,3.081941071E0,-6.351292419E-1,-9.305249634E0
4.514458896E1,3.063080292E0,-6.560856628E-1,-9.300609283E0
4.516468996E1,3.089575195E0,-6.599775696E-1,-9.198222198E0
4.518479096E1,3.099155273E0,-6.622229004E-1,-9.335337067E0
4.520489196E1,3.079246674E0,-6.668632507E-1,-9.328152008E0
4.522499396E1,3.090323639E0,-6.692582703E-1,-9.373058624E0
4.524509496E1,3.120411072E0,-6.924600220E-1,-9.406588898E0
4.526519596E1,3.107837219E0,-6.710545349E-1,-9.399403839E0
4.528529696E1,3.089425507E0,-6.604266357E-1,-9.403146057E0
4.530539796E1,3.108585663E0,-6.348298645E-1,-9.366023254E0
4.532549896E1,3.081192627E0,-6.385720825E-1,-9.346414032E0
4.534560096E1,3.079546051E0,-6.643185425E-1,-9.313482513E0
4.536570196E1,3.076252899E0,-6.515950012E-1,-9.289831696E0
4.538580296E1,3.081941071E0,-6.474037170E-1,-9.265731812E0
4.540590396E1,3.078348541E0,-6.532415771E-1,-9.275760956E0
4.542600496E1,3.077600098E0,-6.709048462E-1,-9.264534302E0
4.544610696E1,3.104244690E0,-6.652166748E-1,-9.280101929E0
4.546620796E1,3.110980682E0,-6.610253906E-1,-9.283245392E0
4.548630896E1,3.087030487E0,-6.911128235E-1,-9.285490723E0
4.550640996E1,3.105142822E0,-6.872209167E-1,-9.342671814E0
4.552651096E1,3.099903717E0,-6.521937561E-1,-9.364376678E0
4.554661296E1,3.086731110E0,-6.500981140E-1,-9.367220764E0
4.556671396E1,3.081192627E0,-6.376739502E-1,-9.378148041E0
4.558681496E1,3.082689514E0,-6.595285034E-1,-9.356143799E0
4.560691596E1,3.082988892E0,-6.806346130E-1,-9.318871307E0
4.562701696E1,3.080144806E0,-6.667135620E-1,-9.304800568E0
4.564711796E1,3.075953522E0,-6.448590088E-1,-9.305399323E0
4.566722046E1,3.083737335E0,-6.532415771E-1,-9.304650879E0
4.568732146E1,3.100352783E0,-6.632707214E-1,-9.324110413E0
4.570742246E1,3.101101227E0,-6.635700989E-1,-9.378297729E0
4.572752346E1,3.127745819E0,-6.866221619E-1,-9.402247925E0
4.574762446E1,3.149151306E0,-6.336323547E-1,-9.436376953E0
4.576772646E1,3.116818542E0,-6.065386963E-1,-9.396709442E0
4.578782746E1,3.129841461E0,-5.547463989E-1,-9.337582397E0
4.580792846E1,3.234473877E0,-6.704557800E-1,-9.442813568E0
4.582802946E1,3.142265625E0,-7.949967957E-1,-9.499545593E0
4.584813046E1,3.107687531E0,-7.107220459E-1,-9.573342133E0
4.586823146E1,3.002755737E0,-3.951782227E-1,-9.431287537E0
4.588833346E1,3.101849670E0,-5.204676819E-1,-9.399852905E0
4.590843446E1,3.190914459E0,-4.638853455E-1,-9.451794891E0
4.592853546E1,3.212769012E0,-3.866459656E-1,-9.448651428E0
4.594863646E1,3.212769012E0,-2.315684509E-1,-9.263336792E0
4.596873746E1,3.035836945E0,-2.439926147E-2,-9.014105072E0
4.598883946E1,2.906954956E0,1.191522217E-1,-9.056466980E0
4.600894046E1,3.110381927E0,2.730322266E-1,-9.092841339E0
4.602904146E1,2.930007019E0,1.648072815E-1,-9.372609558E0
4.604914246E1,2.700085144E0,1.808239746E-1,-9.472152557E0
4.606924346E1,2.301314392E0,2.007325745E-1,-9.679172058E0
4.608934546E1,2.308499451E0,1.853146362E-1,-9.781858521E0
4.610944646E1,2.956651611E0,-4.321513367E-1,-9.988878021E0
4.612954746E1,3.005300446E0,-3.158432007E-1,-9.702074432E0
4.614964846E1,2.833308105E0,-4.266128540E-2,-9.119934998E0
4.616974946E1,2.372715912E0,2.007325745E-1,-9.004824371E0
4.618985146E1,1.919907532E0,1.134640503E-1,-9.271719360E0
4.620995246E1,1.772314453E0,3.887416077E-1,-9.822274475E0
4.623005346E1,1.186283112E0,7.511380005E-1,-9.734856262E0
4.625015446E1,1.182840271E0,9.267228699E-1,-9.835447083E0
4.627025546E1,9.373507690E-1,1.084644470E0,-1.140762772E1
4.629035646E1,8.602610779E-1,1.499132538E0,-1.235979767E1
4.631045846E1,6.138734436E-1,1.823507996E0,-1.236818024E1
4.633055946E1,2.411485291E-1,1.975891113E0,-1.144235550E1
4.635066046E1,4.147874451E-1,1.825603638E0,-1.080707657E1
4.637076146E1,5.831872559E-1,1.624272308E0,-1.124237137E1
4.639086246E1,3.400927734E-1,2.005679169E0,-1.103280716E1
4.641096446E1,4.059558105E-1,2.437830505E0,-1.029723679E1
4.643106546E1,9.624984741E-2,2.308499451E0,-9.758507080E0
4.645116646E1,5.867797852E-2,2.654430084E0,-9.936936035E0
4.647126746E1,-2.409988403E-2,3.158432007E0,-1.100825821E1
4.649136846E1,5.974076843E-1,3.639681244E0,-1.160686340E1
4.651146946E1,1.164578247E0,3.892954559E0,-1.087174210E1
4.653157146E1,-9.002279663E-1,2.517165527E0,-1.089778793E1
4.655167246E1,-2.960393829E0,1.827250214E0,-1.047566574E1
4.657177346E1,-2.675236816E0,3.168461151E0,-9.550439758E0
4.659187446E1,-1.611548767E0,5.177732849E0,-8.949289856E0
4.661197546E1,-1.826801147E0,4.389621735E0,-8.071814575E0
4.663207746E1,-2.326162720E0,3.394491119E0,-6.863377533E0
4.665217846E1,-2.263592834E0,3.803291016E0,-6.033952332E0
4.667227913E1,-1.677860870E0,4.508923645E0,-5.388494568E0
4.669238012E1,-6.698570251E-1,4.741390228E0,-5.060526581E0
4.671248113E1,2.778222656E-1,5.027595062E0,-5.132826233E0
4.673258212E1,-6.056405640E-1,5.123844910E0,-5.543721771E0
4.675268413E1,-2.527793427E0,5.913752289E0,-5.481301575E0
4.677278513E1,-3.926784210E0,6.987768860E0,-5.506149902E0
4.679288613E1,-4.967569885E0,7.910599823E0,-5.231920166E0
4.681298713E1,-5.471721497E0,8.499924316E0,-5.028642883E0
4.683308812E1,-6.238576813E0,8.685089264E0,-5.227429504E0
4.685319013E1,-7.051835632E0,9.036857758E0,-5.635031891E0
4.687329112E1,-7.096442871E0,1.059915894E1,-5.966442719E0
4.689339213E1,-5.692212982E0,1.222582626E1,-5.851631470E0
4.691349313E1,-4.403243408E0,1.179517181E1,-5.103487244E0
4.693359413E1,-2.198328552E0,1.030008087E1,-3.977378998E0
4.695369613E1,7.848179626E-1,8.700357513E0,-3.462599487E0
4.697379712E1,3.136278076E0,7.486381989E0,-3.235970764E0
4.699389813E1,3.016676788E0,6.759194183E0,-1.768572235E0
4.701399912E1,-8.952882385E-1,7.564070435E0,-1.859133911E-1
4.703410013E1,-3.135080566E0,7.887547760E0,4.224215698E-1
4.705420112E1,-4.148323517E0,6.907236328E0,1.009051666E0
4.707430313E1,-4.104614410E0,5.663772125E0,2.426005096E0
4.709440413E1,-2.468217316E0,5.361550598E0,3.787873077E0
4.711450513E1,-7.734416199E-1,5.602998505E0,4.782105560E0
4.713460613E1,-8.906478882E-1,5.328619080E0,5.481451263E0
4.715470713E1,-1.381926270E0,4.425097961E0,6.252497864E0
4.717480913E1,-2.166145477E0,4.319866791E0,7.046596527E0
4.719491012E1,-3.383713531E0,5.156626740E0,6.542594604E0
4.721501113E1,-4.416116638E0,6.731202393E0,5.848188629E0
4.723511212E1,-5.691913605E0,7.213649139E0,6.704557800E0
4.725521313E1,-5.981860657E0,7.737559662E0,8.636739807E0
4.727531513E1,-5.535937958E0,8.649163971E0,7.424859924E0
4.729541613E1,-3.565136261E0,8.810678101E0,7.201075287E0
4.731551713E1,-3.746858368E0,9.393565979E0,8.268954620E0
4.733561813E1,-5.193001099E0,1.042866348E1,7.994275818E0
4.735571913E1,-6.525081024E0,1.147019760E1,5.225483551E0
4.737582012E1,-7.303462372E0,1.158141632E1,2.771336975E0
4.739592213E1,-7.230563965E0,1.130509094E1,3.056793365E0
4.741602312E1,-5.294939117E0,1.064870590E1,3.326831818E0
4.743612413E1,-4.666096802E0,9.930050354E0,3.180735626E0
4.745622513E1,-4.599934387E0,9.510772247E0,2.873873749E0
4.747632613E1,-4.828059998E0,9.032217407E0,2.463576965E0
4.749642813E1,-4.894372101E0,8.481213226E0,2.700983276E0
4.751652912E1,-5.583688660E0,8.559500427E0,2.322121124E0
4.753663013E1,-7.820936279E0,7.515122223E0,2.072739716E0
4.755673112E1,-5.756878510E0,5.654641113E0,4.470453644E0
4.757683213E1,-4.633165283E0,4.059258728E0,3.351231079E0
4.759693413E1,-5.160368958E0,4.584366760E0,5.788462830E-1
4.761703513E1,-4.909340973E0,5.949677582E0,9.586065674E-1
4.763713613E1,-4.150868225E0,6.836283875E0,3.679199066E0
4.765723713E1,-3.028053131E0,6.771169281E0,3.708687744E0
4.767733875E1,-1.205143890E0,5.846092987E0,2.361489258E0
4.769744075E1,-1.243015137E0,4.835993500E0,1.295555878E0
4.771754175E1,-2.323618011E0,3.945046234E0,9.969268799E-1
4.773764275E1,-3.320245514E0,3.635789337E0,6.586303711E-1
4.775774375E1,-2.531685333E0,3.567381592E0,6.827302551E-1
4.777784475E1,-2.665956116E-1,5.691015472E0,1.608854370E0
4.779794575E1,3.129691772E0,9.083111572E0,4.708309021E0
4.781804775E1,5.544021149E0,3.910767517E0,1.560010941E1
4.783814875E1,6.559210052E0,1.292367508E1,2.023941193E0
4.785824975E1,3.745511169E0,1.204994202E1,1.116079102E0
4.787835075E1,2.093546448E0,1.038480469E1,-1.648072815E-1
4.789845175E1,2.736758881E0,1.228450424E1,-1.730551300E0
4.791855375E1,3.457809448E-2,1.167886368E1,-8.204738159E0
4.793865475E1,-1.181942139E0,1.062924637E1,-7.470964050E-1
4.795875575E1,4.309538269E-1,1.022134460E1,1.310524750E0
4.797885675E1,2.277513885E0,9.164991302E0,7.733069000E0
4.799895775E1,2.809507599E0,6.777755585E0,1.258223511E1
4.801905975E1,-1.520238647E0,8.286767578E0,2.875520325E-1
4.803916075E1,-1.049617310E0,1.126736938E1,-6.460565186E-1
4.805926175E1,-6.427633667E-1,1.312740143E1,-1.824705505E-1
4.807936275E1,1.279988251E0,1.388467667E1,-3.788621521E-1
4.809946375E1,2.974614258E0,1.105795486E1,7.445516968E-1
4.811956575E1,6.697372742E0,6.164780273E0,-1.216969299E-1
4.813966675E1,3.764072571E0,1.110899872E1,-1.789977722E0
4.815976775E1,-1.410965881E0,1.246233444E1,3.909120941E0
4.817986875E1,-3.549119568E-1,1.264779877E1,1.204096069E0
4.819996975E1,-1.973346405E0,1.245978973E1,-2.839145966E0
4.822007175E1,-1.704206085E0,1.284628601E1,1.549278259E-1
4.824017275E1,8.557704163E-1,1.323712326E1,-1.284179535E0
4.826027375E1,4.637805634E0,1.275108398E1,-1.148860931E0
4.828037475E1,3.970493317E0,1.298130524E1,-2.760409698E0
4.830047575E1,4.728067932E0,1.292322601E1,-1.874551849E0
4.832057775E1,5.492079163E0,1.247685425E1,-2.149080963E0
4.834067875E1,4.475093994E0,1.064765808E1,-9.855505371E-1
4.836077975E1,1.267115021E0,1.010892838E1,9.512718201E-1
4.838088075E1,2.493065643E0,8.894054718E0,6.697073364E-1
4.840098175E1,4.579726410E0,9.439670105E0,3.051703949E0
4.842108375E1,5.724096680E0,8.552614746E0,4.190835114E0
4.844118475E1,4.233047333E0,6.050418091E0,3.599864044E0
4.846128575E1,4.685706024E0,5.395380249E0,3.992198181E0
4.848138675E1,4.332290955E0,4.993615723E0,4.205354919E0
4.850148775E1,5.875881042E0,4.934638367E0,3.725901947E0
4.852158975E1,7.039411469E0,7.073091431E0,3.890260162E0
4.854169075E1,4.865033112E0,6.565946045E0,2.910098419E0
4.856179175E1,1.442999268E0,5.468428345E0,2.845283203E0
4.858189275E1,-4.694238281E-1,6.547085266E0,3.944148102E0
