"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.601186488E1,-3.875691593E-1,-2.113226414E0,-2.011780977E0
4.603196688E1,1.911570579E-1,-6.942620277E-1,-9.647831321E-1
4.605206787E1,4.127513468E-1,1.561667442E0,-1.071063519E0
4.607216988E1,5.437207222E-1,2.659014702E0,-1.492335796E0
4.609227088E1,1.226807475E0,4.406372547E0,-1.084299445E0
4.611237288E1,2.258065224E0,6.841645718E0,-1.118835449E0
4.613247488E1,1.228996992E0,2.797309399E0,-1.195646644E0
4.615257587E1,-1.215314046E-1,1.331329465E0,-1.857514977E0
4.617267788E1,-1.189593896E-1,1.328832388E0,-2.686925411E0
4.619277888E1,3.138237000E-1,1.761189580E0,-2.990691423E0
4.621288087E1,6.196756363E-1,2.851042271E0,-3.039963722E0
4.623298288E1,9.134089351E-1,4.632871628E0,-2.587130547E0
4.625308387E1,2.536981404E-1,6.453298092E0,-1.621686816E0
4.627318588E1,-2.279763937E0,5.226719379E0,-1.350935817E0
4.629328688E1,-4.467514038E0,3.343496084E0,-5.403802991E-1
4.631338887E1,-4.127288342E0,7.918111682E-1,1.637937188E0
4.633348988E1,-1.129045606E0,6.863607764E-1,2.180786133E0
4.635359187E1,1.018855333E0,6.811324358E-1,1.323329210E0
4.637369388E1,1.474552035E0,1.086359844E-2,7.869343758E-1
4.639379488E1,2.086886644E0,-8.604091406E-1,5.914111733E-1
4.641389687E1,3.056979179E0,-1.654517889E0,5.814530253E-1
4.643399788E1,3.553941727E0,-1.976772308E0,7.354276776E-1
4.645409988E1,3.733534098E0,-1.137739778E0,1.065224528E0
4.647420187E1,3.873699188E0,-7.271820903E-1,5.803458095E-1
4.649430288E1,3.473791122E0,-1.156819224E0,1.041352227E-1
4.651440487E1,2.000139952E0,-1.130097032E0,1.301794127E-2
4.653450588E1,2.420894504E-1,-2.515184581E-1,1.872392446E-1
4.655460788E1,-9.033081532E-1,7.531157136E-1,2.993153408E-3
4.657470888E1,-1.995986104E0,1.675234675E0,-6.401582360E-1
4.659481088E1,-2.555750132E0,1.833056211E0,-1.324979305E0
4.661491287E1,-2.383894682E0,1.491973281E0,-2.055054903E0
4.663501388E1,-1.824671626E0,4.378753901E-1,-2.796394587E0
4.665511588E1,-1.193064690E0,-1.521066427E-1,-3.573213339E0
4.667521688E1,-3.724372983E-1,9.137832373E-2,-4.290699482E0
4.669531888E1,2.013511062E-1,4.087748826E-1,-4.929549217E0
4.671542087E1,4.961189330E-1,7.931720018E-1,-5.355442524E0
4.673552188E1,5.578818917E-1,1.450697303E0,-5.139055729E0
4.675562388E1,5.967170596E-1,2.325758457E0,-4.537143230E0
4.677572487E1,7.035254836E-1,2.840073347E0,-3.909403324E0
4.679582688E1,8.948107958E-1,2.842216492E0,-3.667329788E0
4.681592787E1,1.042588115E0,2.240456820E0,-3.467305183E0
4.683602988E1,1.179802060E0,1.557301044E0,-2.876272917E0
4.685613188E1,1.178941488E0,1.313465595E0,-1.936030626E0
4.687623287E1,1.291051865E0,1.894815564E0,-1.331248879E0
4.689633538E1,1.067520499E0,2.451225042E0,-1.374833465E0
4.691643638E1,7.295071483E-1,2.006762266E0,-1.559202790E0
4.693653837E1,6.144098639E-1,1.167629600E0,-1.402556419E0
4.695664038E1,6.679455638E-1,1.213966608E0,-1.130363822E0
4.697674137E1,8.319572806E-1,1.788636684E0,-9.440075159E-1
4.699684338E1,8.344848752E-1,1.773487210E0,-9.782111049E-1
4.701694438E1,4.673285186E-1,9.945787787E-1,-1.029713154E0
4.703704637E1,5.722650513E-2,4.376075268E-1,-9.933740497E-1
4.705714738E1,-2.002457529E-1,4.617217183E-1,-6.262047291E-1
4.707724937E1,-5.694108084E-2,9.113602042E-1,-2.824291773E-2
4.709735138E1,2.620414793E-1,8.469269276E-1,2.656520009E-1
4.711745238E1,4.960844815E-1,1.841910034E-1,2.046420574E-1
4.713755437E1,5.517867804E-1,-6.053297520E-1,8.390524983E-2
4.715765538E1,4.516135156E-1,-9.022841454E-1,8.636719733E-2
4.717775738E1,2.864340544E-1,-6.516249180E-1,1.379657984E-1
4.719785937E1,1.452388167E-1,-7.333649695E-2,9.865925461E-2
4.721796038E1,5.499112606E-2,1.138905585E-1,3.929535672E-2
4.723806237E1,7.805076987E-2,1.100233793E-1,1.930018216E-1
4.725816338E1,5.494311824E-2,2.079162560E-2,1.922342777E-1
4.727826538E1,2.967817336E-2,1.716518700E-1,-4.641848803E-2
4.729836737E1,6.666437536E-2,3.854694366E-1,-4.358938932E-1
4.731846838E1,-4.082412645E-2,5.933020115E-1,-6.172682047E-1
4.733857037E1,-3.688793480E-1,3.168286681E-1,-7.169482708E-1
4.735867138E1,-4.033742249E-1,1.716281027E-1,-6.566925645E-1
4.737877338E1,-2.971628308E-1,2.810818553E-1,-7.041627169E-1
4.739887438E1,6.828927249E-2,6.834008098E-1,-5.752641559E-1
4.741897638E1,5.414684415E-1,9.369909763E-1,-2.462010086E-1
4.743907837E1,3.589482903E-1,-8.473850787E-3,-1.643081307E-1
4.745917938E1,5.508533493E-2,-1.007357717E0,-4.433914125E-1
4.747928138E1,3.148256838E-1,-1.001425266E0,-8.058191538E-1
4.749938237E1,6.371697783E-1,-3.626984358E-1,-8.848277926E-1
4.751948438E1,4.557608068E-1,1.691351086E-1,-8.811488748E-1
4.753958638E1,-8.021255955E-3,2.305552512E-1,-8.971692920E-1
4.755968738E1,-2.568286657E-1,1.582491957E-2,-1.004530668E0
4.757978938E1,-1.557801366E-1,-2.824416161E-1,-1.106061339E0
4.759989037E1,5.972758308E-2,-4.863689542E-1,-1.159814596E0
4.761999238E1,1.862467974E-1,-3.803533614E-1,-1.142720461E0
4.764009337E1,-2.927230205E-3,-3.291429281E-1,-1.143712759E0
4.766019538E1,-4.146381021E-1,-3.682194650E-1,-1.226928473E0
4.768029738E1,-6.850817204E-1,-4.203538299E-1,-1.338119864E0
4.770039837E1,-6.818158031E-1,-7.305460572E-1,-1.435966253E0
4.772050038E1,-5.102455020E-1,-1.036638856E0,-1.604504108E0
4.774060138E1,-4.147297144E-1,-1.418044567E0,-1.852764130E0
4.776070337E1,-4.183853865E-1,-1.914385080E0,-2.023184538E0
4.778080538E1,-3.776662052E-1,-2.051985741E0,-2.104967594E0
4.780090637E1,-2.990312278E-1,-1.919988513E0,-2.067095518E0
4.782100838E1,-3.181887269E-1,-1.866322517E0,-1.894858003E0
4.784110938E1,-5.927338600E-1,-2.166530848E0,-1.787497163E0
4.786121137E1,-8.386713266E-1,-2.296083927E0,-2.006743670E0
4.788131338E1,-8.053175807E-1,-1.876961946E0,-2.173157215E0
4.790141433E1,-7.756348848E-1,-1.426765203E0,-2.081650496E0
4.792151633E1,-9.343699217E-1,-1.339178562E0,-1.900212288E0
4.794161733E1,-1.035787582E0,-1.687103391E0,-1.824932337E0
4.796171933E1,-9.242799878E-1,-1.891043663E0,-1.916885257E0
4.798182033E1,-8.121533394E-1,-1.962563753E0,-1.965899587E0
4.800192233E1,-7.811693549E-1,-1.973895907E0,-2.008257151E0
4.802202433E1,-8.056179881E-1,-1.976886749E0,-2.152449369E0
4.804212533E1,-6.733742356E-1,-1.832155347E0,-2.208248854E0
4.806222733E1,-3.968195915E-1,-1.436251760E0,-2.215541124E0
4.808232833E1,-1.888176352E-1,-1.049188614E0,-2.245270967E0
4.810243033E1,-1.836980432E-1,-8.789255619E-1,-2.226378918E0
4.812253233E1,-2.977480888E-1,-9.436057210E-1,-2.187149048E0
4.814263333E1,-3.922729790E-1,-1.052913547E0,-2.260524750E0
4.816273533E1,-5.369554162E-1,-1.113142014E0,-2.338235378E0
4.818283633E1,-7.063963413E-1,-1.263096452E0,-2.288046360E0
4.820293833E1,-7.886678576E-1,-1.438467741E0,-2.257987976E0
4.822304033E1,-6.673647165E-1,-1.315780997E0,-2.326379538E0
4.824314133E1,-4.442910552E-1,-8.976214528E-1,-2.223964214E0
4.826324333E1,-4.029847085E-1,-5.330489278E-1,-2.004492044E0
4.828334433E1,-7.044397593E-1,-5.638422370E-1,-1.954659581E0
4.830344633E1,-1.095316768E0,-1.008527517E0,-2.117848396E0
4.832354733E1,-1.271474481E0,-1.310239434E0,-2.244258404E0
4.834364933E1,-1.302759171E0,-1.223009467E0,-2.207864761E0
4.836375133E1,-1.250416160E0,-7.771549821E-1,-2.035653591E0
4.838385233E1,-1.084051013E0,-3.362897038E-1,-1.729410172E0
4.840395433E1,-8.568995595E-1,-3.765358031E-1,-1.476005077E0
4.842405533E1,-5.291585922E-1,-7.250989676E-1,-1.460648179E0
4.844415733E1,-1.338043958E-1,-1.018193603E0,-1.606017113E0
4.846425933E1,7.800132036E-2,-1.012036443E0,-1.734971881E0
4.848436033E1,1.535524428E-2,-7.742971778E-1,-1.622726798E0
4.850446233E1,-6.582363248E-1,-1.070779800E0,-1.509014487E0
4.852456333E1,-1.355797529E0,-1.340394735E0,-1.573003054E0
4.854466533E1,-1.433339953E0,-1.440337777E0,-1.634223104E0
4.856476633E1,-8.838267326E-1,-1.100781918E0,-1.631400466E0
4.858486833E1,-2.656343877E-1,-1.002143979E0,-1.465548515E0
4.860497033E1,1.576382667E-1,-1.204610467E0,-1.209086895E0
4.862507133E1,3.963916600E-1,-1.895166636E0,-1.227130413E0
4.864517333E1,7.765552998E-1,-2.928683519E0,-1.789867401E0
4.866527433E1,1.943833351E0,-3.287035704E0,-2.568207502E0
4.868537633E1,3.332450390E0,-2.949548483E0,-2.848774910E0
4.870547833E1,4.420902252E0,-2.455272198E0,-2.909364700E0
4.872557933E1,4.996183395E0,-2.368329763E0,-3.435624599E0
4.874568133E1,5.187106133E0,-2.532794476E0,-4.215565205E0
4.876578233E1,5.264409542E0,-2.682816029E0,-4.745905876E0
4.878588433E1,5.083730221E0,-2.640415668E0,-5.016932487E0
4.880598633E1,4.564625740E0,-2.258314371E0,-4.933880329E0
4.882608733E1,3.832589388E0,-1.905089140E0,-4.641564369E0
4.884618933E1,3.166833639E0,-1.603456497E0,-4.037801743E0
4.886629033E1,2.472129107E0,-1.043636799E0,-3.333991766E0
4.888639233E1,1.659651756E0,-4.634576738E-1,-2.684573889E0
4.890649413E1,1.054927349E0,-2.622992694E-1,-2.195530653E0
4.892659512E1,1.011428833E0,-4.880548418E-1,-1.733047247E0
4.894669713E1,1.229618788E0,-6.601709723E-1,-1.255661845E0
4.896679813E1,1.265454412E0,-1.000162482E0,-9.198169708E-1
4.898690012E1,1.259827018E0,-1.216768861E0,-5.698628426E-1
4.900700113E1,1.085539937E0,-1.120178342E0,-8.287023008E-2
4.902710313E1,5.704814792E-1,-6.352449059E-1,1.530403495E-1
4.904720512E1,2.697496414E-1,-2.106342614E-1,2.370169461E-1
4.906730613E1,4.185872376E-1,-1.448246241E-1,3.173653185E-1
4.908740812E1,7.072020173E-1,-2.359284014E-1,2.639721930E-1
4.910750913E1,8.135902882E-1,-4.785075188E-1,1.013768315E-1
4.912761113E1,6.614001989E-1,-5.271520019E-1,-1.516215503E-1
4.914771312E1,6.315237880E-1,-4.798787534E-1,-1.406703591E-1
4.916781413E1,6.120389700E-1,-4.129922688E-1,-6.013559923E-2
4.918791612E1,3.643608093E-1,-6.925546527E-1,-1.538684219E-1
4.920801713E1,4.107902348E-1,-9.382583499E-1,-2.137355804E-1
4.922811913E1,5.809773207E-1,-1.168341994E0,-2.404618710E-1
4.924822013E1,5.391373038E-1,-1.100808024E0,-2.691140771E-1
4.926832213E1,3.521050811E-1,-7.630209923E-1,-1.428552717E-1
4.928842412E1,8.681929111E-2,-4.740511179E-1,1.018428579E-1
4.930852513E1,-1.942772418E-1,-4.370435178E-1,2.450621873E-1
4.932862713E1,-3.513517976E-1,-4.741111696E-1,2.108394206E-1
4.934872812E1,-4.366343915E-1,-5.321465135E-1,1.749687493E-1
4.936883013E1,-5.924023390E-1,-5.432808399E-1,1.665700674E-1
4.938893213E1,-7.572369576E-1,-5.160140991E-1,1.446873397E-1
4.940903313E1,-6.992608905E-1,-5.625742078E-1,6.281725317E-2
4.942913513E1,-4.824670553E-1,-7.139828205E-1,-1.033780165E-2
4.944923612E1,-3.272104561E-1,-7.190846801E-1,-2.828949131E-2
4.946933813E1,-3.461184204E-1,-4.408795834E-1,4.489675164E-2
4.948944013E1,-4.333060980E-1,-2.301787138E-1,1.457348466E-1
4.950954113E1,-4.310909510E-1,-1.503574550E-1,1.389860213E-1
4.952964313E1,-3.131380975E-1,9.014356881E-2,2.502883039E-2
4.954974412E1,-1.764779240E-1,2.720787525E-1,-1.125665829E-1
4.956984613E1,-1.135128886E-1,3.520030379E-1,-2.612244785E-1
4.958994713E1,-2.302377522E-1,1.409234852E-1,-3.475038409E-1
4.961004912E1,-3.795450330E-1,2.607444301E-3,-3.152339756E-1
4.963015113E1,-4.182056487E-1,4.213485122E-2,-2.065118104E-1
4.965025212E1,-3.184134066E-1,2.549981475E-1,-1.043574139E-1
4.967035413E1,-2.351695597E-1,7.427717447E-1,-4.769719020E-2
4.969045513E1,-4.966503680E-1,1.142740250E0,-1.464223675E-2
4.971055712E1,-7.855488062E-1,1.097366691E0,-4.689992592E-2
4.973065913E1,-6.520326734E-1,5.959966779E-1,1.950927526E-1
4.975076012E1,-3.717535138E-1,1.907225251E-1,2.923260629E-1
4.977086213E1,-8.431527019E-2,2.029870898E-1,1.814989746E-1
4.979096313E1,3.469393775E-2,4.320868552E-1,4.272485152E-2
4.981106512E1,6.148268282E-2,7.616875768E-1,-6.478382647E-2
4.983116713E1,6.245877128E-3,1.000076413E0,-2.650714517E-1
4.985126812E1,-1.537035704E-1,1.256480217E0,-2.214747220E-1
4.987137013E1,-5.288965702E-1,1.718615294E0,1.076282561E-1
4.989147113E1,-1.366352320E0,1.962234259E0,7.323542237E-1
4.991157246E1,-2.437290430E0,2.044361591E0,1.784692287E0
4.993167446E1,-3.359227419E0,2.519127369E0,3.182971001E0
4.995177546E1,-4.117217541E0,3.497910023E0,4.536635876E0
4.997187746E1,-4.802012920E0,4.312478542E0,5.397178650E0
4.999197846E1,-5.309902191E0,4.205246925E0,5.612029552E0
5.001208046E1,-5.547733307E0,3.662034035E0,5.363595009E0
5.003218146E1,-5.406426907E0,3.167069435E0,5.032782078E0
5.005228346E1,-5.190442085E0,2.803676128E0,4.887231350E0
5.007238546E1,-5.248145580E0,1.454554796E0,4.597020149E0
5.009248646E1,-5.140922070E0,-6.807503104E-1,4.020745754E0
5.011258846E1,-4.179620266E0,-1.019738078E0,3.522517443E0
5.013268946E1,-3.089777946E0,-1.715518385E-1,3.368230104E0
5.015279146E1,-2.629875898E0,-2.146901339E-1,3.224569559E0
5.017289346E1,-2.924766779E0,-9.020472169E-1,2.588053942E0
5.019299446E1,-2.759531975E0,-1.493440747E0,1.898544431E0
5.021309646E1,-2.635552883E0,-7.609483004E-1,1.571731091E0
5.023319746E1,-2.729866505E0,6.799014807E-1,9.310412407E-1
5.025329946E1,-2.669585705E0,1.586161017E0,7.794424891E-1
5.027340146E1,-2.214996815E0,8.791565299E-1,1.027610421E0
5.029350246E1,-1.386764526E0,-1.940235961E-4,9.281515479E-1
5.031360446E1,-6.475706100E-1,-4.957889915E-1,4.421211481E-1
5.033370546E1,1.587575823E-1,-3.722963631E-1,-2.527399361E-2
5.035380746E1,1.103036880E0,4.629878104E-1,-1.781877577E-1
5.037390946E1,1.070255518E0,2.944245934E-1,2.963978648E-1
5.039401046E1,4.984115064E-1,3.460834324E-1,7.371753454E-1
5.041411246E1,3.147037625E-1,7.074134350E-1,9.414532781E-1
5.043421346E1,6.733431816E-1,5.790223479E-1,9.880373478E-1
5.045431546E1,1.229520798E0,3.795178831E-1,8.169829845E-1
5.047441746E1,1.346253276E0,6.517789960E-1,8.534073234E-1
5.049451846E1,7.517226338E-1,9.075835943E-1,1.203489184E0
5.051462046E1,1.927735656E-1,1.873580933E0,1.600622773E0
5.053472146E1,-5.514908582E-2,2.686195374E0,1.951427102E0
5.055482346E1,-7.934577763E-2,2.976345301E0,2.304939270E0
5.057492546E1,-1.834421754E-1,2.753154516E0,2.445644379E0
5.059502646E1,-4.008257091E-1,2.007887363E0,2.442051888E0
5.061512846E1,-6.045703292E-1,1.685536623E0,2.821899652E0
5.063522946E1,-5.833617449E-1,1.746110082E0,3.468263865E0
5.065533146E1,-3.353503644E-1,1.848396778E0,4.166434765E0
5.067543346E1,6.267484277E-3,1.405235767E0,4.507247925E0
5.069553446E1,3.643351793E-1,5.901335478E-1,4.630105972E0
5.071563646E1,3.479773104E-1,-1.437334865E-1,4.647489548E0
5.073573746E1,7.020140439E-2,-1.847673059E-1,4.841732979E0
5.075583946E1,1.254223846E-2,-4.513200521E-1,5.085449219E0
5.077594046E1,2.714737356E-1,-1.307488918E0,5.205320358E0
5.079604246E1,9.274507761E-1,-2.692894220E0,4.785100937E0
5.081614446E1,1.657229900E0,-3.616860867E0,3.910721064E0
5.083624546E1,1.892852783E0,-3.562818527E0,3.144623280E0
5.085634746E1,1.618091464E0,-2.499647856E0,2.645583153E0
5.087644846E1,1.259796143E0,-1.774820447E0,2.535537243E0
5.089655046E1,1.270360351E0,-2.132280827E0,2.596778870E0
5.091665283E1,1.655231237E0,-2.600209713E0,2.361322403E0
5.093675383E1,1.926946521E0,-2.608619928E0,1.820492864E0
5.095685583E1,1.635441422E0,-2.116230011E0,1.332262754E0
5.097695683E1,1.060376406E0,-1.920279384E0,1.560712337E0
5.099705883E1,5.292667747E-1,-2.516536236E0,2.145220757E0
5.101716083E1,-4.234559089E-2,-3.115309238E0,2.469912767E0
5.103726183E1,-7.320513725E-1,-2.849374533E0,2.374671698E0
5.105736383E1,-1.536751628E0,-2.313538551E0,2.089632750E0
5.107746483E1,-1.949737787E0,-2.109482050E0,2.124493837E0
5.109756683E1,-1.931778908E0,-2.329954386E0,2.160882711E0
5.111766883E1,-1.841057062E0,-2.352180243E0,1.901706696E0
5.113776983E1,-1.612892270E0,-2.082571745E0,1.501523733E0
5.115787183E1,-1.284833908E0,-2.080300570E0,1.487866402E0
5.117797283E1,-1.087618947E0,-2.346293211E0,1.698829770E0
5.119807483E1,-8.271436691E-1,-2.863665581E0,2.258575916E0
5.121817683E1,-1.766170263E-1,-3.190332413E0,2.992161751E0
5.123827783E1,1.018343329E0,-3.470929861E0,3.707205772E0
5.125837983E1,1.969234109E0,-3.367346287E0,4.726633549E0
5.127848083E1,2.287057400E0,-2.652076006E0,5.373683929E0
5.129858283E1,1.626858950E0,-1.569158792E0,5.444596291E0
5.131868483E1,2.123344541E-1,1.546990424E-1,5.346569061E0
5.133878583E1,-1.045772076E0,1.516392708E0,4.564587593E0
5.135888783E1,-1.252479672E0,1.869599104E0,2.972666979E0
5.137898883E1,9.612520039E-2,1.020633698E0,1.278750896E0
5.139909083E1,6.997576952E-1,7.094130851E-3,-4.738975167E-1
5.141919283E1,2.377395779E-1,-5.934174657E-1,-1.416942120E0
5.143929383E1,-5.917312503E-1,-1.355889440E0,-1.808202028E0
5.145939583E1,-6.499838233E-1,-2.470355034E0,-1.846990228E0
5.147949683E1,1.311313063E-1,-3.529947281E0,-1.718495965E0
5.149959883E1,1.018656731E0,-3.845628977E0,-1.759140849E0
5.151970083E1,1.343711495E0,-3.595745564E0,-1.519177914E0
5.153980183E1,1.296159148E0,-3.182740688E0,-1.510583997E0
5.155990383E1,1.549645662E0,-3.327677488E0,-2.341145515E0
5.158000483E1,3.129897833E0,-3.229837418E0,-3.816590786E0
5.160010683E1,2.915014982E0,-3.144311666E0,-4.428175926E0
5.162020883E1,3.242873430E0,-2.873660326E0,-3.737190723E0
5.164030983E1,3.541085958E0,-3.049827099E0,-2.710122585E0
5.166041183E1,3.457127333E0,-2.272056341E0,-2.281462193E0
5.168051283E1,2.798414707E0,-9.770962596E-1,-2.353655338E0
5.170061483E1,1.214981556E0,2.604067326E-1,-2.128542185E0
5.172071683E1,-6.779482216E-2,6.277996898E-1,-1.424106836E0
5.174081783E1,4.261232540E-2,-1.366465390E-1,-6.408811808E-1
5.176091983E1,6.537554860E-1,-2.292680293E-1,1.193032384E0
5.178102083E1,1.037016392E0,-4.134854972E-1,2.866440535E0
5.180112283E1,1.370110154E0,-1.002114177E0,3.207712412E0
5.182122483E1,1.730374336E0,-1.255946517E0,2.917829990E0
5.184132583E1,2.139186144E0,-1.231379867E0,2.267531395E0
5.186142783E1,1.626310110E0,-1.650223374E0,1.217565060E0
5.188152883E1,9.086027145E-1,-1.636587858E0,5.483171940E-1
5.190163121E1,1.003412247E0,-6.745042205E-1,8.385430276E-2
5.192173321E1,1.230754256E0,-3.870643973E-1,-6.190808415E-1
5.194183421E1,1.032938838E0,-3.669675291E-1,-1.536756635E0
5.196193621E1,6.839894652E-1,-7.031041980E-1,-1.447996020E0
5.198203721E1,-1.444633156E-1,-2.646847725E0,7.182765007E-1
5.200213921E1,-3.891012371E-1,-2.751249075E0,2.713272810E0
5.202224121E1,6.625615954E-1,-7.579554915E-1,4.091783047E0
5.204234221E1,2.382542849E0,-6.715016365E-1,4.639075279E0
5.206244421E1,3.382493734E0,-3.122210264E0,3.622541428E0
5.208254521E1,3.261011362E0,-5.254128933E0,4.021091938E0
5.210264721E1,3.442189693E0,-6.530070782E0,4.864428997E0
5.212274921E1,2.700771332E0,-5.542504787E0,4.693490505E0
5.214285021E1,9.491668940E-1,-3.374205589E0,4.251685143E0
5.216295221E1,-4.765072167E-1,-1.020400763E0,3.577828884E0
5.218305321E1,-3.687240779E-1,-1.166281104E-1,2.827548981E0
5.220315521E1,2.548575401E-1,-3.125604391E-1,2.113727331E0
5.222325621E1,5.804799795E-1,-2.989864051E-1,1.028546929E0
5.224335821E1,8.712146282E-1,-2.161157131E-1,-1.380266190E0
5.226346021E1,3.450356007E0,1.301964283E0,-2.546130896E0
5.228356121E1,4.486145973E0,1.573080182E0,-1.679533362E0
5.230366321E1,4.329931259E0,1.057523489E0,-6.072076559E-1
5.232376421E1,2.874698639E0,-5.553083867E-2,5.190230608E-1
5.234386621E1,9.620452523E-1,-1.150712132E0,1.129580498E0
5.236396821E1,-1.242504269E-1,-1.205738306E0,1.085248709E0
5.238406921E1,-5.034516454E-1,-7.033583522E-1,8.356423378E-1
5.240417121E1,-5.350941420E-1,-4.588135183E-1,4.097922742E-1
5.242427221E1,-3.080930114E-1,-3.137126267E-1,2.154761460E-3
5.244437421E1,3.770671487E-1,2.983679473E-1,-6.163696572E-2
5.246447621E1,1.185533285E0,1.075168729E0,1.680096239E-1
5.248457721E1,1.795209885E0,1.459753275E0,3.639745116E-1
5.250467921E1,1.651000857E0,1.666519284E0,2.887477875E-1
5.252478021E1,4.963809848E-1,1.203006506E0,-8.261892200E-2
5.254488221E1,-6.906601787E-1,7.938461304E-1,-4.873547256E-1
5.256498421E1,-1.019615293E0,1.207830071E0,-7.706895471E-1
5.258508521E1,-1.116659641E0,7.939601541E-1,-1.157761931E0
5.260518721E1,-1.343656778E0,-4.536896348E-1,-1.335836291E0
5.262528821E1,-1.426148534E0,-8.400231600E-1,-1.288094521E0
5.264539021E1,-2.556189775E0,2.802417986E-2,-1.385528207E0
5.266549221E1,-3.823334932E0,2.479193658E-1,-1.722500920E0
5.268559321E1,-3.541347742E0,-3.823419809E-1,-1.929319978E0
5.270569521E1,-3.027308226E0,-1.280301332E0,-2.029097795E0
5.272579621E1,-2.687953949E0,-1.682003736E0,-1.545708895E0
5.274589821E1,-2.170324802E0,-8.743229508E-1,-6.101586223E-1
5.276600021E1,-1.306251168E0,-2.888913155E-1,-2.825300097E-1
5.278610121E1,-4.947914183E-1,-4.461054504E-1,-3.813412786E-1
5.280620321E1,2.350910455E-1,-3.930791616E-1,-4.541505873E-1
5.282630421E1,4.492053986E-1,4.554490745E-1,-5.871211290E-1
5.284640621E1,6.263720244E-2,8.562667966E-1,-8.925873041E-1
5.286650821E1,-1.304541826E-1,3.453352749E-1,-9.598642588E-1
5.288660921E1,7.075881213E-2,-4.457757473E-1,-6.028565764E-1
5.290671071E1,4.197860360E-1,-8.313721418E-1,-2.734737843E-2
5.292681171E1,7.918667793E-1,-8.513562083E-1,5.388532877E-1
5.294691371E1,1.112752199E0,-8.047887087E-1,1.003896356E0
5.296701571E1,1.231785178E0,-8.515617847E-1,1.435310245E0
5.298711671E1,1.176718473E0,-6.538875699E-1,1.876032591E0
5.300721871E1,5.700602531E-1,2.673717737E0,1.456077337E0
5.302731971E1,-1.037453532E0,3.894589663E0,-4.752159417E-1
5.304742171E1,-4.983845651E-1,1.825997591E0,-1.069295049E0
5.306752371E1,-1.385357790E-2,5.106555820E-1,-8.883891106E-1
5.308762471E1,-3.556552231E-1,-7.317401171E-1,-8.287232518E-1
5.310772671E1,-1.679116964E0,-1.172846198E0,-6.668894291E-1
5.312782771E1,-1.855844140E0,-3.634418547E-2,-4.273316860E-1
5.314792971E1,-1.317263246E0,-4.417427480E-1,-4.418207705E-1
5.316803171E1,-3.771204650E-1,-2.092097759E0,-3.319227695E-1
5.318813271E1,2.877768576E-1,-1.621799469E0,3.153585196E-1
5.320823471E1,3.803969920E-1,1.988112777E-1,1.031165361E0
5.322833571E1,1.877807975E-1,1.918550134E0,1.403921366E0
5.324843771E1,2.302551828E-2,2.687397003E0,1.067744493E0
5.326853971E1,4.101936519E-1,2.632111073E0,4.932936430E-1
5.328864071E1,1.006276131E0,1.931876540E0,2.774428129E-1
5.330874271E1,1.317578554E0,8.591064215E-1,4.524521530E-1
5.332884371E1,1.595797658E0,5.443900824E-2,6.860612035E-1
5.334894571E1,1.870361924E0,-2.631066740E-1,8.569681048E-1
5.336904771E1,1.638372064E0,-5.669446290E-2,8.863276839E-1
5.338914871E1,1.147569299E0,7.307192087E-1,8.788578510E-1
5.340925071E1,4.767529368E-1,1.837946296E0,7.723767757E-1
5.342935171E1,-2.523192465E-1,2.546852827E0,4.738120437E-1
5.344945371E1,-6.069340706E-1,2.836985588E0,1.930049062E-1
5.346955571E1,-6.908705831E-1,2.794862509E0,6.341551989E-2
5.348965671E1,-8.087893128E-1,2.434913874E0,1.632926241E-2
5.350975871E1,-1.064141750E0,1.945984244E0,-9.882884473E-2
5.352985971E1,-1.256315351E0,1.653938890E0,-2.626008689E-1
5.354996171E1,-1.342188597E0,1.753069997E0,-1.995286196E-1
5.357006371E1,-1.421302557E0,2.086529255E0,1.241803020E-1
5.359016471E1,-1.504488230E0,2.643232107E0,6.227114797E-1
5.361026671E1,-1.524042130E0,3.376843214E0,9.971255064E-1
5.363036771E1,-1.390881300E0,3.805690765E0,9.748662114E-1
5.365046971E1,-1.239628673E0,3.933727980E0,6.389806271E-1
5.367057171E1,-1.133247018E0,4.058230877E0,5.166057348E-1
5.369067271E1,-1.104732871E0,3.743965149E0,8.501547575E-1
5.371077471E1,-1.166093469E0,2.909581661E0,1.213582873E0
5.373087571E1,-1.017296553E0,2.103235245E0,1.380884647E0
5.375097771E1,-3.761848509E-1,1.834157348E0,1.374644279E0
5.377107971E1,4.339863956E-1,1.991409421E0,1.250122547E0
5.379118071E1,2.853042781E-1,1.812778354E0,9.349561930E-1
5.381128271E1,-1.030255929E-1,1.894206285E0,6.896589398E-1
5.383138371E1,-2.789258212E-2,2.719680071E0,6.206368804E-1
5.385148571E1,2.396722436E-1,3.548142672E0,6.085497141E-1
5.387158771E1,3.837734163E-1,3.891123056E0,5.428433418E-1
5.389168871E1,4.631526470E-1,3.745541811E0,2.096662521E-1
5.391179138E1,5.895981193E-1,3.511617661E0,-9.239126742E-2
5.393189237E1,6.085926890E-1,3.211026669E0,-1.165374145E-1
5.395199438E1,3.268024921E-1,2.758775234E0,3.825719655E-2
5.397209638E1,-2.011968642E-1,2.010430336E0,1.782197803E-1
5.399219737E1,-4.996130466E-1,1.552685976E0,2.631265819E-1
